"동별","연령별","항목","단위","2024. 4/4","2025. 1/4","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년","2021 년","2022 년","2023 년","2024 년",
"은평구","45~49세","한국인","","33276","33267","40563","41663","43079","43700","43386","42471","40882","38187","36324","34194","33276",
"은평구","45~49세","등록외국인","","344","349","425","434","439","416","383","400","348","293","268","306","344",
"은평구","50~54세","계","","40893","40585","41091","39974","38421","37954","38801","39268","40159","41547","41582","41748","40893",
"은평구","50~54세","한국인","","40570","40253","40605","39488","37954","37538","38370","38862","39783","41176","41253","41421","40570",
"은평구","50~54세","등록외국인","","323","332","486","486","467","416","431","406","376","371","329","327","323",
"은평구","55~59세","계","","37353","37614","38817","39929","40620","40468","40017","38996","37891","36410","35749","36756","37353",
"은평구","55~59세","한국인","","37028","37284","38395","39477","40233","40092","39602","38579","37491","36068","35415","36416","37028",
"은평구","55~59세","등록외국인","","325","330","422","452","387","376","415","417","400","342","334","340","325",
"은평구","60~64세","계","","36579","36298","27614","29756","31859","32984","34594","35993","37198","37928","37707","37392","36579",
"은평구","60~64세","한국인","","36344","36034","27451","29568","31659","32782","34384","35760","36983","37750","37505","37166","36344",
"은평구","60~64세","등록외국인","","235","264","163","188","200","202","210","233","215","178","202","226","235",
"은평구","65~69세","계","","33261","33310","23532","24296","23949","24228","24490","25474","27543","29370","30111","31812","33261",
"은평구","65~69세","한국인","","33113","33158","23466","24227","23873","24149","24415","25392","27455","29265","29995","31678","33113",
"은평구","65~69세","등록외국인","","148","152","66","69","76","79","75","82","88","105","116","134","148",
"은평구","70~74세","계","","23021","23825","19463","19709","19612","19811","20540","21293","22050","21537","21725","22102","23021",
"은평구","70~74세","한국인","","22963","23759","19431","19676","19576","19773","20503","21254","22013","21494","21675","22049","22963",
"은평구","70~74세","등록외국인","","58","66","32","33","36","38","37","39","37","43","50","53","58",
"은평구","75~79세","계","","18534","18662","12890","13664","14673","16145","16795","16960","17132","17051","17020","17815","18534",
"은평구","75~79세","한국인","","18502","18630","12870","13641","14649","16119","16773","16936","17108","17027","16994","17786","18502",
"은평구","75~79세","등록외국인","","32","32","20","23","24","26","22","24","24","24","26","29","32",
"은평구","80~84세","계","","13551","13640","6385","7078","7884","8650","9489","10380","11072","11751","12812","13369","13551",
"은평구","80~84세","한국인","","13534","13619","6371","7065","7871","8641","9474","10365","11055","11731","12789","13352","13534",
"은평구","80~84세","등록외국인","","17","21","14","13","13","9","15","15","17","20","23","17","17",
"은평구","85~89세","계","","7062","7211","2983","3203","3453","3673","3900","4238","4850","5365","5864","6406","7062",
"은평구","85~89세","한국인","","7049","7198","2979","3199","3450","3668","3894","4230","4842","5358","5856","6393","7049",
"은평구","85~89세","등록외국인","","13","13","4","4","3","5","6","8","8","7","8","13","13",
"은평구","90~94세","계","","2099","2226","1139","1172","1210","1333","1419","1571","1661","1711","1698","1855","2099",
"은평구","90~94세","한국인","","2095","2223","1137","1171","1209","1331","1417","1568","1658","1708","1695","1851","2095",
"은평구","90~94세","등록외국인","","4","3","2","1","1","2","2","3","3","3","3","4","4",
"은평구","95~99세","계","","466","489","279","290","315","350","403","425","454","384","373","401","466",
"은평구","95~99세","한국인","","463","486","279","290","315","350","403","425","454","383","371","399","463",
"은평구","95~99세","등록외국인","","3","3","-","-","-","-","-","-","-","1","2","2","3",
"은평구","100세 이상","계","","69","71","331","341","361","369","384","397","425","72","47","57","69",
"은평구","100세 이상","한국인","","69","71","331","341","361","369","384","397","425","72","47","57","69",
"은평구","100세 이상","등록외국인","","-","-","-","-","-","-","-","-","-","-","-","-","-",
"서대문구","합계","계","","318622","318085","320861","323105","325871","325028","323080","323171","322952","315659","319554","320629","318622",
"서대문구","합계","한국인","","302853","301943","310376","312141","314194","312800","310313","309397","312173","304819","306337","306231","302853",
"서대문구","합계","등록외국인","","15769","16142","10485","10964","11677","12228","12767","13774","10779","10840","13217","14398","15769",
"서대문구","0~4세","계","","7156","7002","11397","11657","11586","10933","10301","9600","9170","8176","7915","7420","7156",
"서대문구","0~4세","한국인","","7070","6933","11241","11481","11403","10768","10152","9450","9060","8062","7815","7339","7070",
"서대문구","0~4세","등록외국인","","86","69","156","176","183","165","149","150","110","114","100","81","86",
"서대문구","5~9세","계","","9467","9174","10915","11136","11216","11194","11186","11136","11272","10985","10747","10348","9467",
"서대문구","5~9세","한국인","","9337","9050","10765","10995","11064","11035","11028","10945","11115","10819","10580","10184","9337",
"서대문구","5~9세","등록외국인","","130","124","150","141","152","159","158","191","157","166","167","164","130",
"서대문구","10~14세","계","","10803","10684","13507","12546","12000","11695","11246","10999","11092","10755","10930","10858","10803",
"서대문구","10~14세","한국인","","10614","10502","13277","12343","11821","11536","11056","10806","10915","10579","10747","10689","10614",
"서대문구","10~14세","등록외국인","","189","182","230","203","179","159","190","193","177","176","183","169","189",
"서대문구","15~19세","계","","12239","12050","17996","17579","17197","16349","15351","14924","13280","12458","12591","12173","12239",
"서대문구","15~19세","한국인","","11097","11434","17286","16836","16249","15338","14457","13809","12707","11914","11869","11434","11097",
"서대문구","15~19세","등록외국인","","1142","616","710","743","948","1011","894","1115","573","544","722","739","1142",
"서대문구","20~24세","계","","26346","25969","25694","26611","27074","27275","27283","27421","26000","25273","26542","26578","26346",
"서대문구","20~24세","한국인","","20647","20434","22911","23558","23517","23148","22754","22419","22638","21754","21706","21425","20647",
"서대문구","20~24세","등록외국인","","5699","5535","2783","3053","3557","4127","4529","5002","3362","3519","4836","5153","5699",
"서대문구","25~29세","계","","29613","30099","25470","25561","26357","27098","27975","28802","29760","29150","29774","30161","29613",
"서대문구","25~29세","한국인","","26175","25956","23634","23589","24297","25004","25673","26415","27718","27142","27130","27007","26175",
"서대문구","25~29세","등록외국인","","3438","4143","1836","1972","2060","2094","2302","2387","2042","2008","2644","3154","3438",
"서대문구","30~34세","계","","25688","25802","26432","25531","24565","23299","22459","22567","23023","23483","24309","25304","25688",
"서대문구","30~34세","한국인","","24263","24177","25389","24481","23523","22219","21436","21409","21991","22483","23207","24012","24263",
"서대문구","30~34세","등록외국인","","1425","1625","1043","1050","1042","1080","1023","1158","1032","1000","1102","1292","1425",
"서대문구","35~39세","계","","21392","21340","23422","23982","24662","24721","24796","23982","23783","22465","21969","21714","21392",
"서대문구","35~39세","한국인","","20558","20440","22812","23359","24000","24027","24090","23272","23118","21752","21231","20895","20558",
"서대문구","35~39세","등록외국인","","834","900","610","623","662","694","706","710","665","713","738","819","834",
"서대문구","40~44세","계","","22933","22609","27985","26890","25328","24195","22926","22399","22783","22701","23338","23703","22933",
"서대문구","40~44세","한국인","","22252","21918","27391","26316","24815","23716","22407","21863","22264","22134","22713","23039","22252",
"서대문구","40~44세","등록외국인","","681","691","594","574","513","479","519","536","519","567","625","664","681",
"서대문구","45~49세","계","","21041","20969","25989","26791","28133","28181","27429","26786","25726","23548","22760","21695","21041",
"서대문구","45~49세","한국인","","20559","20456","25419","26229","27589","27661","26912","26233","25223","23116","22325","21214","20559",
"서대문구","45~49세","등록외국인","","482","513","570","562","544","520","517","553","503","432","435","481","482",
"서대문구","50~54세","계","","25571","25326","26031","25474","25005","24890","25158","25501","25981","26409","26718","26407","25571",
"서대문구","50~54세","한국인","","25118","24864","25353","24815","24386","24359","24683","25040","25575","25994","26274","25955","25118",
"서대문구","50~54세","등록외국인","","453","462","678","659","619","531","475","461","406","415","444","452","453",
"서대문구","55~59세","계","","23751","23742","24018","24561","25495","25617","25210","24887","24250","23058","22912","23318","23751",
"서대문구","55~59세","한국인","","23404","23373","23477","23983","24965","25108","24674","24364","23792","22646","22502","22938","23404",
"서대문구","55~59세","등록외국인","","347","369","541","578","530","509","536","523","458","412","410","380","347",
"서대문구","60~64세","계","","22393","22363","16696","18028","19600","20315","21304","22093","22628","22930","23053","22837","22393",
"서대문구","60~64세","한국인","","22074","22032","16439","17739","19262","19983","20946","21727","22301","22602","22736","22512","22074",
"서대문구","60~64세","등록외국인","","319","331","257","289","338","332","358","366","327","328","317","325","319",
"서대문구","65~69세","계","","19918","19927","14713","14984","14697","14736","14849","15247","16454","17293","18056","19082","19918",
"서대문구","65~69세","한국인","","19677","19677","14573","14836","14545","14579","14674","15065","16257","17098","17839","18849","19677",
"서대문구","65~69세","등록외국인","","241","250","140","148","152","157","175","182","197","195","217","233","241",
"서대문구","70~74세","계","","13473","13850","13048","12962","12858","12778","12907","13138","13382","12688","12766","13019","13473",
"서대문구","70~74세","한국인","","13340","13707","12979","12880","12780","12686","12802","13018","13272","12582","12642","12887","13340",
"서대문구","70~74세","등록외국인","","133","143","69","82","78","92","105","120","110","106","124","132","133",
"서대문구","75~79세","계","","11157","11276","9485","9837","10305","11183","11353","11225","11100","10771","10699","10860","11157",
"서대문구","75~79세","한국인","","11075","11192","9433","9784","10247","11129","11298","11172","11032","10706","10626","10789","11075",
"서대문구","75~79세","등록외국인","","82","84","52","53","58","54","55","53","68","65","73","71","82",
"서대문구","80~84세","계","","8806","8827","4600","5237","5886","6338","6822","7501","7734","7962","8685","8864","8806",
"서대문구","80~84세","한국인","","8764","8769","4568","5206","5850","6301","6776","7459","7692","7918","8641","8817","8764",
"서대문구","80~84세","등록외국인","","42","58","32","31","36","37","46","42","42","44","44","47","42",
"서대문구","85~89세","계","","4941","5067","2183","2391","2505","2712","2891","3140","3577","3911","4143","4502","4941",
"서대문구","85~89세","한국인","","4913","5039","2161","2374","2486","2694","2872","3120","3554","3884","4117","4474","4913",
"서대문구","85~89세","등록외국인","","28","28","22","17","19","18","19","20","23","27","26","28","28",
"서대문구","90~94세","계","","1506","1571","861","890","904","1002","1055","1191","1287","1281","1311","1425","1506",
"서대문구","90~94세","한국인","","1495","1558","854","883","899","994","1048","1185","1283","1275","1306","1416","1495",
"서대문구","90~94세","등록외국인","","11","13","7","7","5","8","7","6","4","6","5","9","11",
"서대문구","95~99세","계","","356","367","234","256","282","290","330","353","371","288","283","297","356",
"서대문구","95~99세","한국인","","352","364","231","255","281","289","328","349","368","286","279","294","352",
"서대문구","95~99세","등록외국인","","4","3","3","1","1","1","2","4","3","2","4","3","4",
"서대문구","100세 이상","계","","72","71","185","201","216","227","249","279","299","74","53","64","72",
"서대문구","100세 이상","한국인","","69","68","183","199","215","226","247","277","298","73","52","62","69",
"서대문구","100세 이상","등록외국인","","3","3","2","2","1","1","2","2","1","1","1","2","3",
"마포구","합계","계","","372745","371852","395830","398351","390887","385783","386359","385925","381858","378686","375585","375162","372745",
"마포구","합계","한국인","","361417","360520","385439","387643","379892","374915","375077","374035","371890","368905","364638","363697","361417",
"마포구","합계","등록외국인","","11328","11332","10391","10708","10995","10868","11282","11890","9968","9781","10947","11465","11328",
"마포구","0~4세","계","","8391","8270","16258","16237","15792","14687","14004","13043","11660","10477","9475","8856","8391",
"마포구","0~4세","한국인","","8255","8169","16064","16024","15560","14479","13805","12847","11503","10313","9336","8692","8255",
"마포구","0~4세","등록외국인","","136","101","194","213","232","208","199","196","157","164","139","164","136",
"마포구","5~9세","계","","11362","11013","15703","15717","15278","14759","14110","13901","13573","13553","12590","12152","11362",
"마포구","5~9세","한국인","","11144","10815","15557","15563","15103","14578","13941","13713","13396","13348","12395","11936","11144",
"마포구","5~9세","등록외국인","","218","198","146","154","175","181","169","188","177","205","195","216","218",
"마포구","10~14세","계","","12710","12653","16753","15566","14719","14670","14540","14057","13907","13754","13426","12858","12710",
"마포구","10~14세","한국인","","12520","12465","16618","15428","14578","14523","14386","13897","13770","13622","13273","12677","12520",
"마포구","10~14세","등록외국인","","190","188","135","138","141","147","154","160","137","132","153","181","190",
"마포구","15~19세","계","","13985","13891","19990","19767","18833","17663","17097","16522","14951","14403","14571","14264","13985",
"마포구","15~19세","한국인","","13425","13548","19607","19316","18268","17136","16562","15830","14602","14083","14136","13798","13425",
"마포구","15~19세","등록외국인","","560","343","383","451","565","527","535","692","349","320","435","466","560",
"마포구","20~24세","계","","25251","24640","28003","28948","28519","28163","28447","28822","28016","27262","26955","26089","25251",
"마포구","20~24세","한국인","","22478","22187","26104","26910","26248","25724","25528","25533","25662","25024","24060","23274","22478",
"마포구","20~24세","등록외국인","","2773","2453","1899","2038","2271","2439","2919","3289","2354","2238","2895","2815","2773",
"마포구","25~29세","계","","36963","37065","33632","33752","33650","34428","36110","37358","38160","38273","38272","38099","36963",
"마포구","25~29세","한국인","","34733","34466","31811","31771","31622","32391","34033","35202","36242","36329","36061","35626","34733",
"마포구","25~29세","등록외국인","","2230","2599","1821","1981","2028","2037","2077","2156","1918","1944","2211","2473","2230",
"마포구","30~34세","계","","37249","37200","40162","39437","37129","34831","33782","33436","33296","33822","34894","36301","37249",
"마포구","30~34세","한국인","","35765","35672","38807","38105","35720","33533","32513","32201","32085","32583","33546","34825","35765",
"마포구","30~34세","등록외국인","","1484","1528","1355","1332","1409","1298","1269","1235","1211","1239","1348","1476","1484",
"마포구","35~39세","계","","29653","29490","35197","35546","35243","35091","35386","34386","33277","31888","30323","29906","29653",
"마포구","35~39세","한국인","","28702","28457","34364","34626","34307","34164","34450","33445","32401","31014","29438","28982","28702",
"마포구","35~39세","등록외국인","","951","1033","833","920","936","927","936","941","876","874","885","924","951",
"마포구","40~44세","계","","29784","29543","37510","36439","34269","32619","30991","30302","29915","30252","30215","30594","29784",
"마포구","40~44세","한국인","","29048","28775","36716","35723","33617","31985","30360","29630","29269","29601","29509","29868","29048",
"마포구","40~44세","등록외국인","","736","768","794","716","652","634","631","672","646","651","706","726","736",
"마포구","45~49세","계","","27016","27067","30755","31882","33172","33667","33886","33402","32239","30683","29203","27562","27016",
"마포구","45~49세","한국인","","26509","26540","30009","31179","32486","33009","33309","32838","31726","30218","28762","27066","26509",
"마포구","45~49세","등록외국인","","507","527","746","703","686","658","577","564","513","465","441","496","507",
"마포구","50~54세","계","","30859","30696","29647","29163","27748","27276","28020","28716","29240","30781","31090","31405","30859",
"마포구","50~54세","한국인","","30393","30251","28847","28388","27008","26630","27392","28143","28739","30318","30642","30967","30393",
"마포구","50~54세","등록외국인","","466","445","800","775","740","646","628","573","501","463","448","438","466",
"마포구","55~59세","계","","26196","26318","26544","27484","27503","27183","27091","26604","26019","25120","24872","25475","26196",
"마포구","55~59세","한국인","","25811","25918","25835","26813","26929","26577","26506","26027","25516","24644","24432","25067","25811",
"마포구","55~59세","등록외국인","","385","400","709","671","574","606","585","577","503","476","440","408","385",
"마포구","60~64세","계","","23317","23211","18316","19815","20729","21131","22062","22947","23274","23836","23785","23706","23317",
"마포구","60~64세","한국인","","23022","22901","18004","19449","20386","20830","21748","22625","22977","23577","23515","23415","23022",
"마포구","60~64세","등록외국인","","295","310","312","366","343","301","314","322","297","259","270","291","295",
"마포구","65~69세","계","","20060","20108","15703","15826","15176","15222","15264","15590","16757","17814","18252","19131","20060",
"마포구","65~69세","한국인","","19884","19918","15575","15699","15049","15096","15114","15419","16582","17628","18048","18942","19884",
"마포구","65~69세","등록외국인","","176","190","128","127","127","126","150","171","175","186","204","189","176",
"마포구","70~74세","계","","13400","13854","13565","13498","13046","12833","13072","13268","13350","12753","12952","13069","13400",
"마포구","70~74세","한국인","","13279","13717","13510","13445","13003","12773","13007","13193","13271","12667","12860","12955","13279",
"마포구","70~74세","등록외국인","","121","137","55","53","43","60","65","75","79","86","92","114","121",
"마포구","75~79세","계","","11059","11130","9383","9726","10105","10852","11124","11188","11075","10743","10546","10815","11059",
"마포구","75~79세","한국인","","11004","11067","9349","9698","10074","10821","11089","11147","11038","10711","10509","10772","11004",
"마포구","75~79세","등록외국인","","55","63","34","28","31","31","35","41","37","32","37","43","55",
"마포구","80~84세","계","","8746","8805","5022","5581","5822","6309","6664","7236","7439","7759","8363","8655","8746",
"마포구","80~84세","한국인","","8716","8774","4998","5559","5798","6290","6647","7217","7419","7731","8334","8625","8716",
"마포구","80~84세","등록외국인","","30","31","24","22","24","19","17","19","20","28","29","30","30",
"마포구","85~89세","계","","4701","4772","2331","2496","2649","2830","3042","3289","3685","3799","4070","4375","4701",
"마포구","85~89세","한국인","","4692","4761","2318","2485","2640","2816","3028","3278","3677","3790","4061","4366","4692",
"마포구","85~89세","등록외국인","","9","11","13","11","9","14","14","11","8","9","9","9","9",
"마포구","90~94세","계","","1635","1711","892","947","931","949","1007","1182","1319","1353","1401","1483","1635",
"마포구","90~94세","한국인","","1631","1707","887","942","925","944","1003","1178","1313","1348","1396","1479","1631",
"마포구","90~94세","등록외국인","","4","4","5","5","6","5","4","4","6","5","5","4","4",
"마포구","95~99세","계","","359","366","246","273","294","343","364","356","358","286","272","315","359",
"마포구","95~99세","한국인","","359","365","241","270","292","340","361","354","356","284","270","315","359",
"마포구","95~99세","등록외국인","","-","1","5","3","2","3","3","2","2","2","2","-","-",
"마포구","100세 이상","계","","49","49","218","251","280","277","296","320","348","75","58","52","49",
"마포구","100세 이상","한국인","","47","47","218","250","279","276","295","318","346","72","55","50","47",
"마포구","100세 이상","등록외국인","","2","2","-","1","1","1","1","2","2","3","3","2","2",
"양천구","합계","계","","434351","432901","490708","489010","481845","475018","468145","462285","457781","450487","444010","439252","434351",
"양천구","합계","한국인","","430976","429468","486221","484532","477739","471154","464185","458165","454251","447302","440881","436028","430976",
"양천구","합계","등록외국인","","3375","3433","4487","4478","4106","3864","3960","4120","3530","3185","3129","3224","3375",
"양천구","0~4세","계","","8516","8390","17884","17876","17288","16103","14767","13264","12013","10736","9775","9043","8516",
"양천구","0~4세","한국인","","8463","8348","17776","17760","17173","15993","14651","13156","11923","10678","9728","8991","8463",
"양천구","0~4세","등록외국인","","53","42","108","116","115","110","116","108","90","58","47","52","53",
"양천구","5~9세","계","","15520","15280","21030","21324","21298","20879","20225","20089","19711","18934","17388","16456","15520",
"양천구","5~9세","한국인","","15440","15202","20989","21253","21224","20793","20141","20000","19629","18856","17327","16388","15440",
"양천구","5~9세","등록외국인","","80","78","41","71","74","86","84","89","82","78","61","68","80",
"양천구","10~14세","계","","23360","23387","29169","27134","25700","25380","25035","24455","24885","24659","24083","23472","23360",
"양천구","10~14세","한국인","","23303","23327","29137","27109","25667","25335","24984","24390","24815","24587","24023","23414","23303",
"양천구","10~14세","등록외국인","","57","60","32","25","33","45","51","65","70","72","60","58","57",
"양천구","15~19세","계","","23594","23292","37577","36312","34263","32048","30176","28256","26107","24931","24769","24391","23594",
"양천구","15~19세","한국인","","23529","23225","37519","36235","34214","32003","30117","28193","26057","24885","24718","24320","23529",
"양천구","15~19세","등록외국인","","65","67","58","77","49","45","59","63","50","46","51","71","65",
"양천구","20~24세","계","","22690","21986","35324","35700","34390","33231","31858","30629","29147","27478","25664","24264","22690",
"양천구","20~24세","한국인","","22502","21827","35096","35511","34199","33050","31659","30337","28947","27320","25505","24108","22502",
"양천구","20~24세","등록외국인","","188","159","228","189","191","181","199","292","200","158","159","156","188",
"양천구","25~29세","계","","27638","27479","30785","30401","30386","30554","30721","31055","31170","30361","29613","28726","27638",
"양천구","25~29세","한국인","","27286","27116","30189","29830","29917","30141","30294","30627","30827","30068","29319","28416","27286",
"양천구","25~29세","등록외국인","","352","363","596","571","469","413","427","428","343","293","294","310","352",
"양천구","30~34세","계","","28054","27987","36370","34936","32732","30219","28317","27423","26831","26971","27609","27840","28054",
"양천구","30~34세","한국인","","27680","27621","35829","34382","32220","29715","27813","26893","26399","26581","27232","27490","27680",
"양천구","30~34세","등록외국인","","374","366","541","554","512","504","504","530","432","390","377","350","374",
"양천구","35~39세","계","","25316","25093","34921","35296","35620","35642","35406","33361","31813","29454","27310","26012","25316",
"양천구","35~39세","한국인","","24899","24672","34461","34841","35167","35202","35004","32942","31421","29076","26936","25582","24899",
"양천구","35~39세","등록외국인","","417","421","460","455","453","440","402","419","392","378","374","430","417",
"양천구","40~44세","계","","34642","34196","45667","43657","40868","38891","37021","36357","36577","36428","35813","35964","34642",
"양천구","40~44세","한국인","","34310","33835","45197","43223","40472","38516","36637","35968","36236","36132","35504","35658","34310",
"양천구","40~44세","등록외국인","","332","361","470","434","396","375","384","389","341","296","309","306","332",
"양천구","45~49세","계","","36649","36725","47535","47748","48282","47743","46492","45111","43104","40679","38930","37171","36649",
"양천구","45~49세","한국인","","36336","36405","46944","47195","47805","47296","46045","44692","42757","40376","38644","36875","36336",
"양천구","45~49세","등록외국인","","313","320","591","553","477","447","447","419","347","303","286","296","313",
"양천구","50~54세","계","","39695","39220","44465","43139","41396","40394","40737","40721","40858","41695","41595","40812","39695",
"양천구","50~54세","한국인","","39371","38916","43860","42513","40796","39859","40212","40217","40430","41318","41234","40464","39371",
"양천구","50~54세","등록외국인","","324","304","605","626","600","535","525","504","428","377","361","348","324",
"양천구","55~59세","계","","34850","34911","37217","38217","38690","38958","38206","37702","36492","35286","34475","34738","34850",
"양천구","55~59세","한국인","","34485","34548","36736","37702","38275","38552","37729","37207","36065","34852","34064","34359","34485",
"양천구","55~59세","등록외국인","","365","363","481","515","415","406","477","495","427","434","411","379","365",
"양천구","60~64세","계","","33437","33202","24589","26872","28869","29742","31139","32598","33403","34248","34593","34046","33437",
"양천구","60~64세","한국인","","33198","32920","24420","26696","28653","29563","30958","32396","33204","34090","34412","33837","33198",
"양천구","60~64세","등록외국인","","239","282","169","176","216","179","181","202","199","158","181","209","239",
"양천구","65~69세","계","","30059","30025","17781","18965","19187","20254","20902","22157","24414","26266","27404","28910","30059",
"양천구","65~69세","한국인","","29935","29891","17721","18888","19119","20192","20842","22095","24347","26190","27317","28804","29935",
"양천구","65~69세","등록외국인","","124","134","60","77","68","62","60","62","67","76","87","106","124",
"양천구","70~74세","계","","20431","21231","12930","13121","13468","13973","15041","15956","17220","17507","18576","19189","20431",
"양천구","70~74세","한국인","","20375","21165","12910","13107","13453","13957","15017","15926","17183","17463","18532","19142","20375",
"양천구","70~74세","등록외국인","","56","66","20","14","15","16","24","30","37","44","44","47","56",
"양천구","75~79세","계","","14274","14548","8671","8985","9537","10367","10840","11171","11420","11760","12285","13292","14274",
"양천구","75~79세","한국인","","14252","14518","8655","8971","9524","10359","10833","11161","11410","11752","12273","13269","14252",
"양천구","75~79세","등록외국인","","22","30","16","14","13","8","7","10","10","8","12","23","22",
"양천구","80~84세","계","","8909","9076","4952","5272","5622","6096","6425","6846","7133","7564","8298","8676","8909",
"양천구","80~84세","한국인","","8905","9070","4943","5265","5617","6089","6418","6839","7127","7557","8294","8673","8905",
"양천구","80~84세","등록외국인","","4","6","9","7","5","7","7","7","6","7","4","3","4",
"양천구","85~89세","계","","4574","4676","2561","2720","2843","3038","3195","3381","3598","3747","3966","4218","4574",
"양천구","85~89세","한국인","","4570","4672","2561","2718","2840","3035","3191","3375","3594","3743","3960","4212","4570",
"양천구","85~89세","등록외국인","","4","4","-","2","3","3","4","6","4","4","6","6","4",
"양천구","90~94세","계","","1694","1724","949","966","985","1055","1131","1240","1344","1401","1480","1615","1694",
"양천구","90~94세","한국인","","1690","1720","948","965","985","1055","1131","1240","1341","1398","1477","1611","1690",
"양천구","90~94세","등록외국인","","4","4","1","1","-","-","-","-","3","3","3","4","4",
"양천구","95~99세","계","","382","399","206","236","267","300","347","342","353","323","331","350","382",
"양천구","95~99세","한국인","","382","398","206","236","266","299","346","341","352","323","331","350","382",
"양천구","95~99세","등록외국인","","-","1","-","-","1","1","1","1","1","-","-","-","-",
"양천구","100세 이상","계","","67","74","125","133","154","151","164","171","188","59","53","67","67",
"양천구","100세 이상","한국인","","65","72","124","132","153","150","163","170","187","57","51","65","65",
"양천구","100세 이상","등록외국인","","2","2","1","1","1","1","1","1","1","2","2","2","2",
"강서구","합계","계","","562194","560094","591653","595691","602104","608255","603611","598273","585901","579768","574638","568826","562194",
"강서구","합계","한국인","","556171","553987","585160","589074","595485","601691","596949","591796","580185","574315","569166","563058","556171",
"강서구","합계","등록외국인","","6023","6107","6493","6617","6619","6564","6662","6477","5716","5453","5472","5768","6023",
"강서구","0~4세","계","","12531","12350","27018","27034","26863","25348","23269","20904","17688","15806","14509","13483","12531",
"강서구","0~4세","한국인","","12403","12245","26856","26848","26646","25101","23000","20648","17481","15619","14350","13345","12403",
"강서구","0~4세","등록외국인","","128","105","162","186","217","247","269","256","207","187","159","138","128",
"강서구","5~9세","계","","16603","16060","23585","23615","24165","24249","23814","23465","22220","21151","19402","17986","16603",
"강서구","5~9세","한국인","","16457","15916","23516","23535","24065","24124","23680","23320","22079","21027","19273","17844","16457",
"강서구","5~9세","등록외국인","","146","144","69","80","100","125","134","145","141","124","129","142","146",
"강서구","10~14세","계","","20272","20158","26302","24238","23137","23001","22439","21684","21262","21316","21196","20549","20272",
"강서구","10~14세","한국인","","20183","20055","26267","24198","23090","22956","22377","21616","21202","21245","21121","20484","20183",
"강서구","10~14세","등록외국인","","89","103","35","40","47","45","62","68","60","71","75","65","89",
"강서구","15~19세","계","","20703","20600","32824","31882","30547","28873","27188","25899","23550","22326","22010","21438","20703",
"강서구","15~19세","한국인","","20576","20499","32738","31800","30460","28769","27104","25826","23492","22272","21922","21333","20576",
"강서구","15~19세","등록외국인","","127","101","86","82","87","104","84","73","58","54","88","105","127",
"강서구","20~24세","계","","28296","27503","40048","40509","39989","39187","37547","35759","34309","33079","31094","29741","28296",
"강서구","20~24세","한국인","","27891","27105","39714","40111","39654","38896","37273","35481","34061","32819","30812","29402","27891",
"강서구","20~24세","등록외국인","","405","398","334","398","335","291","274","278","248","260","282","339","405",
"강서구","25~29세","계","","48324","47909","44315","44699","46585","49661","50707","52571","53505","53456","52521","50487","48324",
"강서구","25~29세","한국인","","47550","47155","43493","43830","45771","48899","50004","51937","52930","52833","51892","49776","47550",
"강서구","25~29세","등록외국인","","774","754","822","869","814","762","703","634","575","623","629","711","774",
"강서구","30~34세","계","","54736","54685","57818","56217","54568","53262","51656","50875","50522","51857","54147","54630","54736",
"강서구","30~34세","한국인","","53947","53880","56942","55335","53646","52321","50717","49954","49668","51062","53354","53819","53947",
"강서구","30~34세","등록외국인","","789","805","876","882","922","941","939","921","854","795","793","811","789",
"강서구","35~39세","계","","43213","43016","50799","52269","54495","56620","56867","53866","50119","47489","44996","43626","43213",
"강서구","35~39세","한국인","","42352","42153","50169","51585","53813","55872","56101","53124","49394","46769","44263","42835","42352",
"강서구","35~39세","등록외국인","","861","863","630","684","682","748","766","742","725","720","733","791","861",
"강서구","40~44세","계","","44446","43759","51002","50332","49161","48599","46416","46080","45680","46158","46438","46641","44446",
"강서구","40~44세","한국인","","43837","43110","50357","49757","48599","48069","45885","45481","45143","45631","45899","46070","43837",
"강서구","40~44세","등록외국인","","609","649","645","575","562","530","531","599","537","527","539","571","609",
"강서구","45~49세","계","","40460","40549","45733","46383","48130","49226","49100","48424","46211","44060","42626","40788","40460",
"강서구","45~49세","한국인","","40000","40053","44982","45660","47424","48536","48412","47795","45745","43635","42230","40350","40000",
"강서구","45~49세","등록외국인","","460","496","751","723","706","690","688","629","466","425","396","438","460",
"강서구","50~54세","계","","43853","43577","48599","46982","45064","44003","44054","44006","43568","44377","44641","44410","43853",
"강서구","50~54세","한국인","","43362","43130","47744","46139","44169","43178","43281","43289","43004","43859","44128","43918","43362",
"강서구","50~54세","등록외국인","","491","447","855","843","895","825","773","717","564","518","513","492","491",
"강서구","55~59세","계","","39699","39585","47045","48228","49683","49742","48672","46593","43904","41191","39569","39794","39699",
"강서구","55~59세","한국인","","39219","39093","46297","47462","48985","49016","47817","45778","43192","40549","39004","39261","39219",
"강서구","55~59세","등록외국인","","480","492","748","766","698","726","855","815","712","642","565","533","480",
"강서구","60~64세","계","","41505","41086","32278","35353","38655","40452","42222","44070","44379","44944","44361","43157","41505",
"강서구","60~64세","한국인","","41148","40691","31968","35022","38274","40109","41853","43708","44061","44659","44038","42813","41148",
"강서구","60~64세","등록외국인","","357","395","310","331","381","343","369","362","318","285","323","344","357",
