"동별","연령별","항목","단위","2024. 4/4","2025. 1/4","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년","2021 년","2022 년","2023 년","2024 년",
"동대문구","50~54세","계","","26957","27066","30620","29358","28133","27436","27730","27816","27660","27729","27638","27884","26957",
"동대문구","50~54세","한국인","","26515","26662","29645","28382","27205","26692","27020","27117","27119","27250","27138","27412","26515",
"동대문구","50~54세","등록외국인","","442","404","975","976","928","744","710","699","541","479","500","472","442",
"동대문구","55~59세","계","","25875","26156","29687","30121","30349","29941","29134","28220","26762","25604","24985","25636","25875",
"동대문구","55~59세","한국인","","25399","25699","28919","29288","29629","29261","28403","27491","26143","24993","24459","25128","25399",
"동대문구","55~59세","등록외국인","","476","457","768","833","720","680","731","729","619","611","526","508","476",
"동대문구","60~64세","계","","25437","25366","21183","22780","24175","24751","25684","26417","26681","26739","26472","26177","25437",
"동대문구","60~64세","한국인","","25122","25013","20923","22480","23845","24456","25401","26125","26392","26495","26212","25881","25122",
"동대문구","60~64세","등록외국인","","315","353","260","300","330","295","283","292","289","244","260","296","315",
"동대문구","65~69세","계","","23645","23661","17590","17899","17598","17998","17987","18766","20102","21153","21726","22807","23645",
"동대문구","65~69세","한국인","","23500","23489","17513","17803","17506","17901","17891","18664","20001","21037","21602","22675","23500",
"동대문구","65~69세","등록외국인","","145","172","77","96","92","97","96","102","101","116","124","132","145",
"동대문구","70~74세","계","","16373","16956","15003","15000","14894","14805","15070","15406","15656","15070","15486","15686","16373",
"동대문구","70~74세","한국인","","16305","16878","14970","14977","14867","14775","15035","15368","15615","15029","15442","15631","16305",
"동대문구","70~74세","등록외국인","","68","78","33","23","27","30","35","38","41","41","44","55","68",
"동대문구","75~79세","계","","13079","13129","9852","10327","11029","12158","12490","12590","12591","12275","12342","12738","13079",
"동대문구","75~79세","한국인","","13056","13101","9822","10306","11008","12136","12473","12574","12580","12261","12325","12717","13056",
"동대문구","75~79세","등록외국인","","23","28","30","21","21","22","17","16","11","14","17","21","23",
"동대문구","80~84세","계","","9696","9775","4930","5488","5938","6470","6986","7476","7868","8286","9156","9569","9696",
"동대문구","80~84세","한국인","","9682","9766","4919","5476","5926","6456","6968","7462","7851","8271","9144","9556","9682",
"동대문구","80~84세","등록외국인","","14","9","11","12","12","14","18","14","17","15","12","13","14",
"동대문구","85~89세","계","","4860","4965","2253","2412","2582","2729","2950","3308","3680","3884","4180","4537","4860",
"동대문구","85~89세","한국인","","4849","4952","2246","2406","2577","2723","2944","3301","3670","3872","4169","4524","4849",
"동대문구","85~89세","등록외국인","","11","13","7","6","5","6","6","7","10","12","11","13","11",
"동대문구","90~94세","계","","1557","1620","870","870","889","995","1070","1144","1224","1205","1263","1351","1557",
"동대문구","90~94세","한국인","","1552","1612","869","869","887","993","1068","1141","1220","1202","1259","1347","1552",
"동대문구","90~94세","등록외국인","","5","8","1","1","2","2","2","3","4","3","4","4","5",
"동대문구","95~99세","계","","322","341","208","266","288","317","353","384","362","269","260","285","322",
"동대문구","95~99세","한국인","","320","339","208","266","288","317","353","384","362","268","259","283","320",
"동대문구","95~99세","등록외국인","","2","2","-","-","-","-","-","-","-","1","1","2","2",
"동대문구","100세 이상","계","","50","51","209","228","242","246","259","276","313","69","55","57","50",
"동대문구","100세 이상","한국인","","50","51","209","228","242","246","259","276","313","69","55","57","50",
"동대문구","100세 이상","등록외국인","","-","-","-","-","-","-","-","-","-","-","-","-","-",
"중랑구","합계","계","","385349","384320","423411","418620","415677","412780","408147","402024","399562","391885","390140","387470","385349",
"중랑구","합계","한국인","","379274","378067","418836","413909","411005","408226","403209","397015","394702","387350","385318","382155","379274",
"중랑구","합계","등록외국인","","6075","6253","4575","4711","4672","4554","4938","5009","4860","4535","4822","5315","6075",
"중랑구","0~4세","계","","8192","7969","16249","15889","15248","14242","13005","11975","10726","9601","9299","8732","8192",
"중랑구","0~4세","한국인","","7965","7781","16148","15749","15059","14058","12808","11768","10531","9422","9108","8519","7965",
"중랑구","0~4세","등록외국인","","227","188","101","140","189","184","197","207","195","179","191","213","227",
"중랑구","5~9세","계","","10006","9680","14562","14351","14195","14084","13616","13095","12677","12009","11382","10761","10006",
"중랑구","5~9세","한국인","","9828","9497","14499","14261","14086","13960","13485","12944","12533","11863","11234","10595","9828",
"중랑구","5~9세","등록외국인","","178","183","63","90","109","124","131","151","144","146","148","166","178",
"중랑구","10~14세","계","","11405","11353","16680","14927","14043","13697","13147","12623","12480","12142","11961","11661","11405",
"중랑구","10~14세","한국인","","11259","11200","16650","14892","13992","13642","13062","12531","12380","12040","11846","11541","11259",
"중랑구","10~14세","등록외국인","","146","153","30","35","51","55","85","92","100","102","115","120","146",
"중랑구","15~19세","계","","12335","12236","23558","22342","20880","19016","17662","16115","14497","13487","13123","12605","12335",
"중랑구","15~19세","한국인","","12009","11998","23505","22291","20800","18912","17527","16001","14379","13392","12997","12419","12009",
"중랑구","15~19세","등록외국인","","326","238","53","51","80","104","135","114","118","95","126","186","326",
"중랑구","20~24세","계","","19119","18777","29888","29676","29020","27907","26693","25102","24114","22512","21239","20107","19119",
"중랑구","20~24세","한국인","","18237","17825","29583","29404","28727","27572","26247","24589","23622","22060","20715","19480","18237",
"중랑구","20~24세","등록외국인","","882","952","305","272","293","335","446","513","492","452","524","627","882",
"중랑구","25~29세","계","","30224","29944","31089","30121","30502","31385","31877","32307","33161","32697","32249","31371","30224",
"중랑구","25~29세","한국인","","29309","28939","30430","29420","29833","30747","31243","31662","32490","32068","31563","30562","29309",
"중랑구","25~29세","등록외국인","","915","1005","659","701","669","638","634","645","671","629","686","809","915",
"중랑구","30~34세","계","","33245","33243","37148","34830","32894","31193","30049","29263","29499","30159","31731","32466","33245",
"중랑구","30~34세","한국인","","32496","32493","36577","34227","32277","30558","29381","28568","28753","29458","31058","31756","32496",
"중랑구","30~34세","등록외국인","","749","750","571","603","617","635","668","695","746","701","673","710","749",
"중랑구","35~39세","계","","26427","26287","31856","32406","33080","33341","33298","31439","29870","28061","27209","26636","26427",
"중랑구","35~39세","한국인","","25766","25605","31414","31966","32632","32890","32796","30954","29371","27567","26664","26061","25766",
"중랑구","35~39세","등록외국인","","661","682","442","440","448","451","502","485","499","494","545","575","661",
"중랑구","40~44세","계","","27524","27015","35423","33511","31160","29867","27961","27542","27953","28106","28519","28624","27524",
"중랑구","40~44세","한국인","","27100","26562","34894","33051","30787","29533","27606","27170","27583","27764","28158","28233","27100",
"중랑구","40~44세","등록외국인","","424","453","529","460","373","334","355","372","370","342","361","391","424",
"중랑구","45~49세","계","","25053","25190","36228","35834","36197","35613","34426","32582","30666","28248","26872","25230","25053",
"중랑구","45~49세","한국인","","24710","24816","35655","35272","35679","35119","33930","32145","30300","27946","26558","24906","24710",
"중랑구","45~49세","등록외국인","","343","374","573","562","518","494","496","437","366","302","314","324","343",
"중랑구","50~54세","계","","31002","30655","38650","37355","35853","34901","35236","34926","34583","34441","33664","32386","31002",
"중랑구","50~54세","한국인","","30618","30297","38093","36776","35248","34377","34711","34460","34175","34058","33250","31984","30618",
"중랑구","50~54세","등록외국인","","384","358","557","579","605","524","525","466","408","383","414","402","384",
"중랑구","55~59세","계","","33149","33134","35813","36816","37965","38372","37782","36909","35797","33880","32894","33157","33149",
"중랑구","55~59세","한국인","","32741","32730","35351","36296","37524","37937","37297","36401","35353","33460","32506","32746","32741",
"중랑구","55~59세","등록외국인","","408","404","462","520","441","435","485","508","444","420","388","411","408",
"중랑구","60~64세","계","","34176","33932","24272","26467","28726","29900","31565","32982","34092","34860","35078","34779","34176",
"중랑구","60~64세","한국인","","33937","33644","24118","26283","28519","29732","31368","32757","33891","34692","34871","34562","33937",
"중랑구","60~64세","등록외국인","","239","288","154","184","207","168","197","225","201","168","207","217","239",
"중랑구","65~69세","계","","30365","30485","19148","19926","20010","20768","21151","22285","24394","26088","27149","28861","30365",
"중랑구","65~69세","한국인","","30245","30345","19094","19875","19957","20717","21095","22222","24331","26013","27070","28756","30245",
"중랑구","65~69세","등록외국인","","120","140","54","51","53","51","56","63","63","75","79","105","120",
"중랑구","70~74세","계","","20208","20969","15061","15295","15424","15774","16575","17278","18118","17868","18461","18949","20208",
"중랑구","70~74세","한국인","","20160","20913","15053","15286","15415","15763","16559","17252","18085","17833","18424","18909","20160",
"중랑구","70~74세","등록외국인","","48","56","8","9","9","11","16","26","33","35","37","40","48",
"중랑구","75~79세","계","","15091","15309","9505","9891","10784","12185","12774","13089","13364","13349","13598","14371","15091",
"중랑구","75~79세","한국인","","15074","15288","9498","9884","10783","12182","12770","13085","13360","13343","13591","14360","15074",
"중랑구","75~79세","등록외국인","","17","21","7","7","1","3","4","4","4","6","7","11","17",
"중랑구","80~84세","계","","10625","10667","4803","5312","5789","6332","6890","7590","8099","8752","9775","10259","10625",
"중랑구","80~84세","한국인","","10623","10665","4799","5307","5784","6329","6887","7588","8097","8751","9773","10256","10623",
"중랑구","80~84세","등록외국인","","2","2","4","5","5","3","3","2","2","1","2","3","2",
"중랑구","85~89세","계","","5123","5303","2299","2436","2599","2788","2899","3221","3665","3954","4204","4626","5123",
"중랑구","85~89세","한국인","","5121","5301","2298","2435","2596","2784","2896","3217","3661","3951","4202","4624","5121",
"중랑구","85~89세","등록외국인","","2","2","1","1","3","4","3","4","4","3","2","2","2",
"중랑구","90~94세","계","","1642","1739","831","857","897","970","1058","1189","1274","1307","1361","1465","1642",
"중랑구","90~94세","한국인","","1638","1735","829","856","896","969","1058","1189","1274","1305","1358","1462","1638",
"중랑구","90~94세","등록외국인","","4","4","2","1","1","1","-","-","-","2","3","3","4",
"중랑구","95~99세","계","","378","368","212","231","257","280","314","326","327","297","321","371","378",
"중랑구","95~99세","한국인","","378","368","212","231","257","280","314","326","327","297","321","371","378",
"중랑구","95~99세","등록외국인","","-","-","-","-","-","-","-","-","-","-","-","-","-",
"중랑구","100세 이상","계","","60","65","136","147","154","165","169","186","206","67","51","53","60",
"중랑구","100세 이상","한국인","","60","65","136","147","154","165","169","186","206","67","51","53","60",
"중랑구","100세 이상","등록외국인","","-","-","-","-","-","-","-","-","-","-","-","-","-",
"성북구","합계","계","","435037","433569","475961","469560","461617","455407","447687","454744","447056","440142","441984","438168","435037",
"성북구","합계","한국인","","421560","420380","466706","459275","450355","444055","435868","442650","437153","430528","430397","425602","421560",
"성북구","합계","등록외국인","","13477","13189","9255","10285","11262","11352","11819","12094","9903","9614","11587","12566","13477",
"성북구","0~4세","계","","9398","9181","18782","18115","16856","15633","14236","13848","12400","11424","10791","9940","9398",
"성북구","0~4세","한국인","","9246","9056","18612","17930","16651","15397","14022","13663","12220","11266","10629","9796","9246",
"성북구","0~4세","등록외국인","","152","125","170","185","205","236","214","185","180","158","162","144","152",
"성북구","5~9세","계","","13383","13018","19742","19463","18918","18321","17443","17483","16743","16190","15385","14438","13383",
"성북구","5~9세","한국인","","13249","12876","19645","19362","18802","18202","17301","17331","16602","16060","15251","14301","13249",
"성북구","5~9세","등록외국인","","134","142","97","101","116","119","142","152","141","130","134","137","134",
"성북구","10~14세","계","","16257","16107","21473","19923","18993","18836","18158","17664","17432","17352","17141","16618","16257",
"성북구","10~14세","한국인","","16128","15981","21405","19855","18925","18755","18056","17568","17340","17256","17040","16497","16128",
"성북구","10~14세","등록외국인","","129","126","68","68","68","81","102","96","92","96","101","121","129",
"성북구","15~19세","계","","19092","18882","26191","25908","25482","24232","23057","22629","20356","19360","20073","19576","19092",
"성북구","15~19세","한국인","","17845","18255","25580","24962","24116","23000","22030","21534","19805","18730","19122","18505","17845",
"성북구","15~19세","등록외국인","","1247","627","611","946","1366","1232","1027","1095","551","630","951","1071","1247",
"성북구","20~24세","계","","35800","35255","35727","36329","36312","35952","35906","37032","35905","34899","35788","36085","35800",
"성북구","20~24세","한국인","","30939","30781","32899","33007","32372","31660","31159","32098","32361","31505","31609","31557","30939",
"성북구","20~24세","등록외국인","","4861","4474","2828","3322","3940","4292","4747","4934","3544","3394","4179","4528","4861",
"성북구","25~29세","계","","35460","35623","35208","34304","33896","34015","34303","36053","36514","35927","36193","35824","35460",
"성북구","25~29세","한국인","","32560","32353","33379","32405","32003","32221","32431","34172","34611","34075","33803","33136","32560",
"성북구","25~29세","등록외국인","","2900","3270","1829","1899","1893","1794","1872","1881","1903","1852","2390","2688","2900",
"성북구","30~34세","계","","30653","30641","38849","36154","33154","30891","29124","29692","29293","29603","30421","30430","30653",
"성북구","30~34세","한국인","","29408","29244","37951","35199","32154","29844","28069","28595","28291","28652","29319","29275","29408",
"성북구","30~34세","등록외국인","","1245","1397","898","955","1000","1047","1055","1097","1002","951","1102","1155","1245",
"성북구","35~39세","계","","27188","26970","37241","36430","35626","35240","34575","34124","32205","30406","29039","27585","27188",
"성북구","35~39세","한국인","","26424","26145","36668","35800","35029","34603","33939","33446","31552","29763","28327","26838","26424",
"성북구","35~39세","등록외국인","","764","825","573","630","597","637","636","678","653","643","712","747","764",
"성북구","40~44세","계","","31251","30663","44115","42066","39017","36585","33499","32990","32388","32516","32835","32866","31251",
"성북구","40~44세","한국인","","30677","30023","43601","41554","38544","36152","33061","32546","31950","32080","32347","32296","30677",
"성북구","40~44세","등록외국인","","574","640","514","512","473","433","438","444","438","436","488","570","574",
"성북구","45~49세","계","","30643","30637","38502","39120","40658","41248","40663","40412","38264","35713","34017","31527","30643",
"성북구","45~49세","한국인","","30220","30196","38023","38673","40214","40804","40198","39995","37889","35366","33645","31140","30220",
"성북구","45~49세","등록외국인","","423","441","479","447","444","444","465","417","375","347","372","387","423",
"성북구","50~54세","계","","37933","37553","37580","36025","34622","34139","34853","36275","37110","38210","39172","38938","37933",
"성북구","50~54세","한국인","","37584","37198","37088","35534","34132","33714","34441","35862","36742","37852","38817","38592","37584",
"성북구","50~54세","등록외국인","","349","355","492","491","490","425","412","413","368","358","355","346","349",
"성북구","55~59세","계","","33475","33701","35357","35771","35735","35191","34298","34354","32962","31734","31727","32656","33475",
"성북구","55~59세","한국인","","33181","33395","34957","35350","35378","34876","33906","33979","32639","31428","31449","32357","33181",
"성북구","55~59세","등록외국인","","294","306","400","421","357","315","392","375","323","306","278","299","294",
"성북구","60~64세","계","","30936","30731","25128","26671","28333","28873","29790","31338","31714","32099","31927","31271","30936",
"성북구","60~64세","한국인","","30746","30517","24969","26512","28157","28706","29609","31162","31538","31950","31746","31080","30746",
"성북구","60~64세","등록외국인","","190","214","159","159","176","167","181","176","176","149","181","191","190",
"성북구","65~69세","계","","28016","28001","21211","21443","20679","21052","21077","21956","23440","24941","25759","27016","28016",
"성북구","65~69세","한국인","","27905","27883","21152","21373","20618","20991","21011","21885","23359","24853","25659","26920","27905",
"성북구","65~69세","등록외국인","","111","118","59","70","61","61","66","71","81","88","100","96","111",
"성북구","70~74세","계","","19171","19830","18290","17938","17665","17386","17598","18156","18599","17830","18327","18559","19171",
"성북구","70~74세","한국인","","19120","19768","18254","17899","17629","17354","17568","18127","18564","17794","18286","18518","19120",
"성북구","70~74세","등록외국인","","51","62","36","39","36","32","30","29","35","36","41","41","51",
"성북구","75~79세","계","","15649","15852","12100","12441","13328","14604","14930","15097","15024","14688","14640","15132","15649",
"성북구","75~79세","한국인","","15624","15818","12080","12422","13312","14586","14910","15071","15004","14670","14622","15112","15624",
"성북구","75~79세","등록외국인","","25","34","20","19","16","18","20","26","20","18","18","20","25",
"성북구","80~84세","계","","12023","12021","6007","6723","7304","7847","8479","9397","9758","10349","11450","11814","12023",
"성북구","80~84세","한국인","","12010","12005","5992","6709","7284","7833","8469","9383","9746","10338","11438","11803","12010",
"성북구","80~84세","등록외국인","","13","16","15","14","20","14","10","14","12","11","12","11","13",
"성북구","85~89세","계","","6180","6316","2843","3049","3281","3479","3636","3983","4490","4807","5162","5615","6180",
"성북구","85~89세","한국인","","6174","6308","2842","3047","3279","3476","3628","3974","4483","4798","5156","5608","6174",
"성북구","85~89세","등록외국인","","6","8","1","2","2","3","8","9","7","9","6","7","6",
"성북구","90~94세","계","","1981","2033","1037","1059","1100","1197","1329","1497","1658","1676","1713","1778","1981",
"성북구","90~94세","한국인","","1974","2026","1034","1056","1099","1196","1329","1497","1658","1676","1710","1773","1974",
"성북구","90~94세","등록외국인","","7","7","3","3","1","1","-","-","-","-","3","5","7",
"성북구","95~99세","계","","481","479","318","345","352","373","400","400","416","352","372","439","481",
"성북구","95~99세","한국인","","481","479","318","345","352","373","399","399","415","351","371","439","481",
"성북구","95~99세","등록외국인","","-","-","-","-","-","-","1","1","1","1","1","-","-",
"성북구","100세 이상","계","","67","75","260","283","306","313","333","364","385","66","52","61","67",
"성북구","100세 이상","한국인","","65","73","257","281","305","312","332","363","384","65","51","59","65",
"성북구","100세 이상","등록외국인","","2","2","3","2","1","1","1","1","1","1","1","2","2",
"강북구","합계","계","","289374","288797","338410","334426","330704","328002","322915","317695","311569","302563","297702","292977","289374",
"강북구","합계","한국인","","283597","282799","335025","330873","327195","324479","319164","313954","308055","299182","293660","288113","283597",
"강북구","합계","등록외국인","","5777","5998","3385","3553","3509","3523","3751","3741","3514","3381","4042","4864","5777",
"강북구","0~4세","계","","4286","4150","12156","11396","10596","9699","8683","7766","6706","5776","5156","4640","4286",
"강북구","0~4세","한국인","","4189","4072","12080","11300","10504","9618","8589","7679","6615","5696","5071","4546","4189",
"강북구","0~4세","등록외국인","","97","78","76","96","92","81","94","87","91","80","85","94","97",
"강북구","5~9세","계","","6443","6250","11549","11394","11170","10886","10390","9801","9169","8522","7782","7102","6443",
"강북구","5~9세","한국인","","6365","6164","11520","11357","11127","10835","10332","9741","9099","8452","7715","7029","6365",
"강북구","5~9세","등록외국인","","78","86","29","37","43","51","58","60","70","70","67","73","78",
"강북구","10~14세","계","","8619","8570","13882","12494","11676","11304","10747","10322","10082","9757","9376","9062","8619",
"강북구","10~14세","한국인","","8573","8518","13864","12477","11647","11275","10723","10294","10048","9722","9337","9012","8573",
"강북구","10~14세","등록외국인","","46","52","18","17","29","29","24","28","34","35","39","50","46",
"강북구","15~19세","계","","10267","10122","18515","17876","16780","15622","14666","13476","12057","11145","10897","10434","10267",
"강북구","15~19세","한국인","","9832","9945","18464","17808","16704","15539","14538","13366","11979","11074","10693","10129","9832",
"강북구","15~19세","등록외국인","","435","177","51","68","76","83","128","110","78","71","204","305","435",
"강북구","20~24세","계","","17637","17489","22398","22835","22374","22138","21688","20968","20228","19022","18634","18018","17637",
"강북구","20~24세","한국인","","15996","15742","22101","22521","22058","21708","21142","20366","19671","18441","17730","16825","15996",
"강북구","20~24세","등록외국인","","1641","1747","297","314","316","430","546","602","557","581","904","1193","1641",
"강북구","25~29세","계","","21367","21409","22117","21437","21916","22863","23249","23504","23779","23046","22757","22262","21367",
"강북구","25~29세","한국인","","20206","20041","21591","20891","21374","22304","22700","22984","23273","22560","22119","21330","20206",
"강북구","25~29세","등록외국인","","1161","1368","526","546","542","559","549","520","506","486","638","932","1161",
"강북구","30~34세","계","","19823","19873","27251","25235","23137","21437","20120","19498","19021","19094","19447","19557","19823",
"강북구","30~34세","한국인","","19307","19280","26788","24731","22650","20985","19647","19007","18553","18649","18991","19048","19307",
"강북구","30~34세","등록외국인","","516","593","463","504","487","452","473","491","468","445","456","509","516",
"강북구","35~39세","계","","15705","15676","25617","25180","25076","24736","24164","22375","20565","18808","17293","16329","15705",
"강북구","35~39세","한국인","","15295","15241","25298","24855","24750","24386","23799","22028","20204","18471","16930","15949","15295",
"강북구","35~39세","등록외국인","","410","435","319","325","326","350","365","347","361","337","363","380","410",
"강북구","40~44세","계","","18992","18557","29701","28104","26152","24774","22853","21993","21432","20856","20596","20189","18992",
"강북구","40~44세","한국인","","18679","18220","29407","27817","25885","24529","22607","21731","21169","20592","20318","19890","18679",
"강북구","40~44세","등록외국인","","313","337","294","287","267","245","246","262","263","264","278","299","313",
"강북구","45~49세","계","","19493","19439","27984","28166","28973","29044","28337","27478","25788","23544","22005","20213","19493",
"강북구","45~49세","한국인","","19268","19195","27634","27820","28653","28731","28054","27198","25549","23331","21795","20012","19268",
"강북구","45~49세","등록외국인","","225","244","350","346","320","313","283","280","239","213","210","201","225",
"강북구","50~54세","계","","25349","25145","28542","27790","26727","26273","26643","26808","26757","27179","26828","26054","25349",
"강북구","50~54세","한국인","","25109","24910","28170","27410","26328","25897","26280","26488","26491","26958","26601","25817","25109",
"강북구","50~54세","등록외국인","","240","235","372","380","399","376","363","320","266","221","227","237","240",
"강북구","55~59세","계","","24863","24894","27540","28187","28866","28864","28378","27489","26457","25046","24460","24715","24863",
"강북구","55~59세","한국인","","24624","24660","27183","27808","28506","28544","27990","27118","26151","24742","24190","24448","24624",
"강북구","55~59세","등록외국인","","239","234","357","379","360","320","388","371","306","304","270","267","239",
"강북구","60~64세","계","","25119","24854","20317","21734","23208","23832","24801","25640","26106","26435","26164","25785","25119",
"강북구","60~64세","한국인","","24927","24654","20170","21575","23045","23691","24660","25480","25940","26276","26000","25605","24927",
"강북구","60~64세","등록외국인","","192","200","147","159","163","141","141","160","166","159","164","180","192",
"강북구","65~69세","계","","23252","23339","18057","18401","18224","18428","18223","18748","20006","20953","21446","22325","23252",
"강북구","65~69세","한국인","","23150","23218","18010","18343","18172","18378","18177","18697","19952","20896","21379","22251","23150",
"강북구","65~69세","등록외국인","","102","121","47","58","52","50","46","51","54","57","67","74","102",
"강북구","70~74세","계","","16811","17264","15456","15555","15341","15345","15796","16247","16575","16242","16340","16248","16811",
"강북구","70~74세","한국인","","16766","17215","15443","15542","15323","15322","15771","16218","16545","16210","16301","16211","16766",
"강북구","70~74세","등록외국인","","45","49","13","13","18","23","25","29","30","32","39","37","45",
"강북구","75~79세","계","","13975","14085","9588","10191","11110","12535","13091","13379","13553","13106","13075","13568","13975",
"강북구","75~79세","한국인","","13953","14061","9579","10183","11103","12527","13083","13369","13542","13094","13058","13549","13953",
"강북구","75~79세","등록외국인","","22","24","9","8","7","8","8","10","11","12","17","19","22",
"강북구","80~84세","계","","10535","10613","4501","4984","5658","6257","6866","7636","8107","8718","9809","10265","10535",
"강북구","80~84세","한국인","","10529","10604","4492","4977","5654","6252","6860","7632","8102","8712","9805","10260","10529",
"강북구","80~84세","등록외국인","","6","9","9","7","4","5","6","4","5","6","4","5","6",
"강북구","85~89세","계","","5032","5157","2049","2223","2377","2562","2718","2929","3417","3797","4112","4554","5032",
"강북구","85~89세","한국인","","5030","5155","2046","2218","2373","2559","2714","2925","3414","3795","4108","4551","5030",
"강북구","85~89세","등록외국인","","2","2","3","5","4","3","4","4","3","2","4","3","2",
"강북구","90~94세","계","","1408","1500","768","783","844","907","960","1084","1176","1190","1211","1312","1408",
"강북구","90~94세","한국인","","1405","1498","766","781","842","905","959","1082","1173","1187","1208","1309","1405",
"강북구","90~94세","등록외국인","","3","2","2","2","2","2","1","2","3","3","3","3","3",
"강북구","95~99세","계","","351","364","212","233","257","278","311","318","337","280","270","295","351",
"강북구","95~99세","한국인","","350","362","210","232","256","277","310","317","336","279","269","295","350",
"강북구","95~99세","등록외국인","","1","2","2","1","1","1","1","1","1","1","1","-","1",
"강북구","100세 이상","계","","47","47","210","228","242","218","231","236","251","47","44","50","47",
"강북구","100세 이상","한국인","","44","44","209","227","241","217","229","234","249","45","42","47","44",
"강북구","100세 이상","등록외국인","","3","3","1","1","1","1","2","2","2","2","2","3","3",
"도봉구","합계","계","","306032","305391","355712","353241","350272","346234","341649","335631","327361","319373","313989","309494","306032",
"도봉구","합계","한국인","","303228","302545","353709","351242","348220","344166","339413","333362","325257","317366","311694","306948","303228",
"도봉구","합계","등록외국인","","2804","2846","2003","1999","2052","2068","2236","2269","2104","2007","2295","2546","2804",
"도봉구","0~4세","계","","5237","5168","13103","12733","12178","11115","10309","9189","7975","6936","6249","5621","5237",
"도봉구","0~4세","한국인","","5191","5128","13069","12693","12127","11062","10250","9127","7915","6885","6202","5568","5191",
"도봉구","0~4세","등록외국인","","46","40","34","40","51","53","59","62","60","51","47","53","46",
"도봉구","5~9세","계","","7835","7572","13118","13218","13007","12515","11969","11571","10890","10188","9421","8725","7835",
"도봉구","5~9세","한국인","","7776","7509","13097","13197","12979","12483","11934","11538","10860","10159","9387","8674","7776",
"도봉구","5~9세","등록외국인","","59","63","21","21","28","32","35","33","30","29","34","51","59",
"도봉구","10~14세","계","","10281","10221","16439","14726","13709","13353","12703","11975","11729","11469","11053","10594","10281",
"도봉구","10~14세","한국인","","10248","10185","16424","14711","13689","13328","12679","11949","11703","11444","11027","10569","10248",
"도봉구","10~14세","등록외국인","","33","36","15","15","20","25","24","26","26","25","26","25","33",
"도봉구","15~19세","계","","11515","11370","22037","21128","20064","18399","17091","15836","13961","12905","12588","11941","11515",
"도봉구","15~19세","한국인","","11349","11270","22007","21090","20001","18325","17020","15782","13924","12867","12481","11803","11349",
"도봉구","15~19세","등록외국인","","166","100","30","38","63","74","71","54","37","38","107","138","166",
"도봉구","20~24세","계","","16149","15717","25366","25151","24621","23926","23047","21808","20677","19471","18056","17031","16149",
"도봉구","20~24세","한국인","","15635","15184","25144","24946","24350","23675","22711","21472","20408","19192","17670","16584","15635",
"도봉구","20~24세","등록외국인","","514","533","222","205","271","251","336","336","269","279","386","447","514",
"도봉구","25~29세","계","","20454","20392","23616","23175","23172","23673","23735","23806","23339","22626","22076","21238","20454",
"도봉구","25~29세","한국인","","20017","19933","23320","22860","22867","23336","23384","23450","23004","22304","21719","20855","20017",
"도봉구","25~29세","등록외국인","","437","459","296","315","305","337","351","356","335","322","357","383","437",
"도봉구","30~34세","계","","20619","20761","27081","25739","23892","22188","20985","20247","19579","19619","20074","20350","20619",
"도봉구","30~34세","한국인","","20270","20412","26803","25464","23613","21883","20669","19893","19259","19320","19763","20022","20270",
"도봉구","30~34세","등록외국인","","349","349","278","275","279","305","316","354","320","299","311","328","349",
"도봉구","35~39세","계","","17444","17308","25088","25297","25507","25224","25098","23709","21978","20154","18787","17859","17444",
"도봉구","35~39세","한국인","","17135","16988","24870","25086","25303","25015","24863","23483","21734","19926","18539","17585","17135",
"도봉구","35~39세","등록외국인","","309","320","218","211","204","209","235","226","244","228","248","274","309",
"도봉구","40~44세","계","","20590","20334","30530","28847","26995","25488","23562","22685","22130","21943","21772","21687","20590",
"도봉구","40~44세","한국인","","20367","20081","30295","28639","26820","25323","23386","22498","21965","21787","21591","21487","20367",
"도봉구","40~44세","등록외국인","","223","253","235","208","175","165","176","187","165","156","181","200","223",
"도봉구","45~49세","계","","20538","20433","30358","30659","31139","30861","29942","28767","26755","24540","22985","21194","20538",
"도봉구","45~49세","한국인","","20376","20280","30159","30463","30948","30662","29744","28573","26570","24369","22836","21027","20376",
"도봉구","45~49세","등록외국인","","162","153","199","196","191","199","198","194","185","171","149","167","162",
"도봉구","50~54세","계","","26680","26415","31828","30430","29137","28553","28999","28915","28896","29184","28638","27718","26680",
"도봉구","50~54세","한국인","","26503","26235","31633","30234","28955","28383","28818","28740","28731","29016","28469","27537","26503",
"도봉구","50~54세","등록외국인","","177","180","195","196","182","170","181","175","165","168","169","181","177",
"도봉구","55~59세","계","","26966","27024","30393","31214","31851","31712","30940","29964","28435","27118","26426","26874","26966",
"도봉구","55~59세","한국인","","26789","26847","30236","31036","31695","31586","30797","29815","28289","26990","26281","26726","26789",
"도봉구","55~59세","등록외국인","","177","177","157","178","156","126","143","149","146","128","145","148","177",
"도봉구","60~64세","계","","27501","27313","20284","22334","24490","25739","27305","28445","28958","29060","28866","28226","27501",
"도봉구","60~64세","한국인","","27423","27217","20214","22270","24407","25660","27232","28378","28886","28993","28787","28137","27423",
"도봉구","60~64세","등록외국인","","78","96","70","64","83","79","73","67","72","67","79","89","78",
"도봉구","65~69세","계","","26090","26053","15900","16597","16851","17622","17952","19006","20884","22405","23363","24879","26090",
