district_code,district,public_type,public_name
11620,관악구,기타,관악정 궁도장
11620,관악구,축구장,관악제2구민운동장
11620,관악구,생활체육관,관악청소년회관
11620,관악구,수영장,관악청소년회관 수영장
11620,관악구,초등학교,관악초등학교
11620,관악구,생활체육관,국사봉체육관
11620,관악구,생활체육관,까치산체육센터
11620,관악구,배드민턴장,난우공원 배드민턴장
11620,관악구,테니스장,난우공원 테니스장
11620,관악구,초등학교,남부초등학교
11620,관악구,고등학교,당곡고등학교
11620,관악구,중학교,당곡중학교
11620,관악구,생활체육관,미성체육관
11620,관악구,배드민턴장,선우체육관
11620,관악구,생활체육관,신림체육센터
11620,관악구,수영장,신림체육센터 수영장
11620,관악구,배드민턴장,장군봉근린공원 배드민턴장
11620,관악구,배드민턴장,장군봉체육관
11620,관악구,기타,조원생활스포츠센터
11620,관악구,배드민턴장,청룡산체육관
11650,서초구,기타,내곡동체육시설
11650,서초구,테니스장,내곡동체육시설 테니스장
11650,서초구,배드민턴장,도구머리공원 배드민턴장
11650,서초구,배드민턴장,말죽거리근린공원 배드민턴장
11650,서초구,농구장,명주근린공원 농구장
11650,서초구,배드민턴장,명주근린공원 배드민턴장
11650,서초구,게이트볼장,반포종합운동장 게이트볼장
11650,서초구,농구장,반포종합운동장 농구장
11650,서초구,배드민턴장,반포종합운동장 배드민턴장
11650,서초구,기타,반포종합운동장 인라인스케이트장
11650,서초구,족구장,반포종합운동장 족구장
11650,서초구,축구장,반포종합운동장 축구장
11650,서초구,테니스장,반포종합운동장 테니스장
11650,서초구,풋살장,반포종합운동장 풋살경기장
11650,서초구,생활체육관,반포종합운동장체육센터
11650,서초구,골프연습장,반포종합운동장체육센터 골프연습장
11650,서초구,기타,반포종합운동장체육센터 탁구장
11650,서초구,농구장,반포한강공원 농구장
11650,서초구,배드민턴장,반포한강공원 배드민턴장
11650,서초구,축구장,반포한강공원 축구장
11650,서초구,배드민턴장,방배근린공원 배드민턴장
11650,서초구,축구장,방배배수지체육공원 축구장
11650,서초구,풋살장,방배배수지체육공원 풋살경기장
11650,서초구,골프연습장,방배열린문화센터 골프연습장(코오롱스포렉스 방배점)
11650,서초구,수영장,방배열린문화센터 수영장(코오롱스포렉스 방배점)
11650,서초구,생활체육관,방배열린문화센터(코오롱스포렉스 방배점)
11650,서초구,배드민턴장,서리풀근린공원 서리풀배드민턴장
11650,서초구,축구장,서울시인재개발원 축구장
11650,서초구,테니스장,서울시인재개발원 테니스장
11650,서초구,생활체육관,서일체육문화센터
11650,서초구,생활체육관,서초구민체육센터
11650,서초구,골프연습장,서초구민체육센터 골프연습장
11650,서초구,농구장,서초구민체육센터 농구장
11650,서초구,기타,서초구민체육센터 라켓볼장
11650,서초구,수영장,서초구민체육센터 수영장
11650,서초구,기타,서초국민체육센터 탁구장
11650,서초구,생활체육관,서초종합체육관
11650,서초구,수영장,서초종합체육관 수영장
11650,서초구,수영장,신동교육문화회관
11650,서초구,중학교,신동중학교
11650,서초구,축구장,양재근린공원 축구장
11650,서초구,테니스장,양재시민의숲 테니스장
11650,서초구,족구장,양재천근린공원 족구장
11650,서초구,수영장,양재천수영장
11650,서초구,생활체육관,언남문화체육센터
11650,서초구,골프연습장,언남문화체육센터 골프연습장
11650,서초구,수영장,언남문화체육센터 수영장
11650,서초구,고등학교,언남중학교
11650,서초구,농구장,용허리근린공원 농구장
11650,서초구,게이트볼장,우면산자연생태어린이놀이터
11650,서초구,기타,우면체육시설 다목적구장
11650,서초구,족구장,우면체육시설 족구장
11650,서초구,생활체육관,잠원체육시설
11650,서초구,배구장,잠원한강공원 배구장
11650,서초구,수영장,잠원한강공원 수영장
11650,서초구,축구장,잠원한강공원 축구장
11650,서초구,테니스장,잠원한강공원 테니스장
11650,서초구,생활체육관,한전아트센터 스포츠클럽
11680,강남구,생활체육관,강남구민체육관
11680,강남구,생활체육관,강남구민회관 체육교실
11680,강남구,기타,강남세곡체육공원체육시설
11680,강남구,생활체육관,강남스포츠문화센터
11680,강남구,기타,강남주민편익시설
11680,강남구,수영장,강남주민편익시설 수영장
11680,강남구,초등학교,대왕초등학교
11680,강남구,생활체육관,대진체육관
11680,강남구,기타,대치유수지체육공원
11680,강남구,초등학교,더논현스포츠센터
11680,강남구,생활체육관,도곡스포츠센터
11680,강남구,수영장,도곡스포츠센터
11680,강남구,배드민턴장,도담어린이공원 배드민턴장
11680,강남구,생활체육관,동영휘트니스클럽
11680,강남구,골프연습장,동영휘트니스클럽 골프연습장
11680,강남구,수영장,동영휘트니스클럽 수영장
11680,강남구,족구장,마루공원 족구장
11680,강남구,테니스장,마루공원 테니스장
11680,강남구,풋살장,마루공원 풋살장
11680,강남구,농구장,매봉산농구장
11680,강남구,배드민턴장,매봉산실내배드민턴장
11680,강남구,테니스장,봉은테니스장
11680,강남구,생활체육관,수서청소년센터
11680,강남구,초등학교,신구초등학교
11680,강남구,생활체육관,언북문화체육센터
11680,강남구,초등학교,언북초등학교
11680,강남구,초등학교,언주초등학교
11680,강남구,족구장,에코파크 족구장
11680,강남구,풋살장,에코파크 풋살장
11680,강남구,생활체육관,역삼청소년센터
11680,강남구,초등학교,영희초등학교
11680,강남구,생활체육관,일원스포츠문화센터
11680,강남구,농구장,잠원한강공원 농구장
11680,강남구,기타,청담문화센터
11680,강남구,골프연습장,탄천 파크골프장
11680,강남구,기타,탄천물재생센터
11680,강남구,골프연습장,태화기독교사회복지관
11680,강남구,수영장,태화기독교사회복지관
11680,강남구,초등학교,포이초등학교
11680,강남구,테니스장,포이테니스장
11680,강남구,배드민턴장,행복어린이공원 배드민턴장
11710,송파구,배드민턴장,두댐이공원 배드민턴장
11710,송파구,생활체육관,마천청소년센터
11710,송파구,생활체육관,서울곰두리체육센터
11710,송파구,골프연습장,서울곰두리체육센터 골프연습장
11710,송파구,수영장,서울곰두리체육센터 수영장
11710,송파구,족구장,성내천족구장
11710,송파구,테니스장,성내천테니스장
11710,송파구,농구장,소리공원 농구장
11710,송파구,배드민턴장,소리공원 배드민턴장
11710,송파구,풋살장,송이공원 미니풋살장
11710,송파구,배드민턴장,송이공원 배드민턴장
11710,송파구,배드민턴장,송파1동배드민턴장
11710,송파구,배드민턴장,송파구배드민턴체육관
11710,송파구,축구장,송파구여성축구장
11710,송파구,생활체육관,송파구체육문화회관
11710,송파구,골프연습장,송파구체육문화회관 골프장
11710,송파구,수영장,송파구체육문화회관 수영장
11710,송파구,축구장,송파시각장애인축구장
11710,송파구,기타,송파아우름체육센터
11710,송파구,구기체육관,송파아우름체육센터 라켓볼장
11710,송파구,생활체육관,송파청소년수련센터
11710,송파구,테니스장,송파테니스장
11710,송파구,테니스장,오금공원 테니스장
11710,송파구,기타,오금공원체육시설
11710,송파구,테니스장,오륜테니스장
11710,송파구,생활체육관,올림픽공원 스포츠센터
11710,송파구,기타,잠실 론볼링장
11710,송파구,수영장,잠실 제2수영장
11710,송파구,배드민턴장,잠실2동배드민턴장
11710,송파구,기타,잠실6동체육시설
11710,송파구,배드민턴장,잠실7동배드민턴장
11710,송파구,농구장,잠실근린공원 농구장
11710,송파구,족구장,잠실근린공원 족구장
11710,송파구,골프연습장,잠실실내골프연습장
11710,송파구,생활체육관,잠실실내체육관
11710,송파구,기타,잠실유수지체육시설
11710,송파구,수영장,잠실제2수영장
11710,송파구,야구장,잠실종합운동장 야구장
11710,송파구,수영장,잠실종합운동장 제1수영장
11710,송파구,골프연습장,잠실종합운동장 파크골프장
11710,송파구,풋살장,잠실종합운동장 풋살경기장
11710,송파구,수영장,잠실학생수영장
11710,송파구,농구장,잠실한강공원 농구장
11710,송파구,배구장,잠실한강공원 배구장
11710,송파구,족구장,잠실한강공원 족구장
11710,송파구,축구장,천마공원 축구장
11710,송파구,구기체육관,탄천유수지체육시설
11710,송파구,게이트볼장,풍납게이트볼장
11710,송파구,배드민턴장,풍납배드민턴장
11710,송파구,족구장,풍납족구장
11740,강동구,생활체육관,강동유소년스포츠센터
11740,강동구,테니스장,강일테니스장
11740,강동구,족구장,강일테니스장 내 족구장
11740,강동구,수영장,고덕어울림수영장
11740,강동구,야구장,고덕유수지야구장
11740,강동구,기타,광나루한강공원
11740,강동구,게이트볼장,광나루한강공원 게이트볼장
11740,강동구,농구장,광나루한강공원 농구장
11740,강동구,기타,광나루한강공원 레이싱경기장
11740,강동구,배구장,광나루한강공원 배구장
11740,강동구,야구장,광나루한강공원 야구장
11740,강동구,기타,광나루한강공원 인라인스케이트장
11740,강동구,족구장,광나루한강공원 족구장
11740,강동구,축구장,광나루한강공원 축구장
11740,강동구,테니스장,광나루한강공원 테니스장
11740,강동구,초등학교,길동초등학교
11740,강동구,농구장,능골근린공원 농구장
11740,강동구,농구장,동명근린공원 농구장
11740,강동구,배구장,동명근린공원 배구장
11740,강동구,배드민턴장,동명근린공원 배드민턴장
11740,강동구,족구장,동명근린공원 족구장
11740,강동구,축구장,동명근린공원 축구장
11740,강동구,농구장,두레근린공원 농구장
11740,강동구,테니스장,명일테니스장
11740,강동구,배드민턴장,샘터근린공원 배드민턴장
11740,강동구,족구장,샘터근린공원 족구장
11740,강동구,수영장,서울장애인종합복지관 수중재활센터
11740,강동구,축구장,성내유수지 축구장
11740,강동구,풋살장,성내유수지 풋살장
11740,강동구,배드민턴장,성내하니공원 배드민턴장
11740,강동구,배드민턴장,송림근린공원 배드민턴장
11740,강동구,테니스장,송림근린공원 테니스장
11740,강동구,생활체육관,온조대왕문화체육관
11740,강동구,수영장,온조대왕문화체육관 수영장
11740,강동구,기타,일자산도시자연공원 X게임장
11740,강동구,생활체육관,일자산제1체육관
11740,강동구,생활체육관,일자산제2체육관
11740,강동구,골프연습장,해공골프연습장
11740,강동구,생활체육관,해공체육문화센터
