district_code,district,year,private_name
11320,도봉구,2018,올케어핏
11320,도봉구,2018,크로스핏 앤츠
11320,도봉구,2018,휘트니스W창동점
11320,도봉구,2019,고핏짐
11320,도봉구,2019,라이프플러스휘트니스
11320,도봉구,2019,에이트 피티 스튜디오
11320,도봉구,2019,제이핏PT 방학점
11320,도봉구,2019,홍짐
11320,도봉구,2020,FIT 36.5
11320,도봉구,2020,트렌디바디
11320,도봉구,2021,Agym 쌍문점
11320,도봉구,2021,U&I Gym
11320,도봉구,2021,수 골프 앤 짐
11320,도봉구,2021,엠엠핏(MMFIT)
11320,도봉구,2021,져스트 짐
11320,도봉구,2021,피넛짐 PT
11320,도봉구,2021,핏걸(방학점)
11320,도봉구,2022,김한솔 PT샵
11320,도봉구,2022,다엔 PT&필라테스
11320,도봉구,2022,랠리포인트 짐
11320,도봉구,2022,리케어짐
11320,도봉구,2022,백곰 짐
11320,도봉구,2022,에이원 휘트니스
11320,도봉구,2022,윈썸핏
11320,도봉구,2023,The5 헬스케어 5
11320,도봉구,2023,건운재 피트니스 센터
11320,도봉구,2023,더나은내일PT스튜디오
11320,도봉구,2023,리케어짐
11320,도봉구,2023,마이피트니스 창동
11320,도봉구,2023,바디페이스
11320,도봉구,2023,콤마짐 방학역점
11320,도봉구,2023,팔로우짐 창동점
11320,도봉구,2024,워라밸피트니스 24시 쌍문역점
11320,도봉구,2024,제이짐 휘트니스
11320,도봉구,2024,존버짐
11320,도봉구,2024,주식회사 바디크러쉬
11320,도봉구,2024,짐박스피트니스 쌍문점
11320,도봉구,2024,짐버튼 방학점
11320,도봉구,2024,크로스핏라이노
11320,도봉구,2025,글램피트니스
11320,도봉구,2025,아트짐
11320,도봉구,2025,프리원핏 방학점
11320,도봉구,2025,프리원핏 쌍문점
11320,도봉구,2025,핏업(fitup)715
11350,노원구,1993,레몬핏휘트니스
11350,노원구,2000,레몬핏휘트니스
11350,노원구,2000,바디짐헬스
11350,노원구,2000,부르스타짐 공릉점
11350,노원구,2000,흥봉헬스클럽
11350,노원구,2001,라인업 휘트니스 클럽
11350,노원구,2001,미스.미스터헬스크럽
11350,노원구,2001,박흥래남.여헬스
11350,노원구,2001,빅토리헬스크럽
11350,노원구,2002,YY헬스센타
11350,노원구,2002,굿모닝휘트니스
11350,노원구,2003,동천재활체육센터
11350,노원구,2004,뉴크로핏
11350,노원구,2004,마이핏 휘트니스
11350,노원구,2004,머슬톡 휘트니스
11350,노원구,2004,에이치짐
11350,노원구,2004,워너핏휘트니스
11350,노원구,2005,발리짐 상계역점
11350,노원구,2005,카인드짐 공릉역 2호점
11350,노원구,2006,금호스포츠센터
11350,노원구,2006,서울산업대스포츠센터
11350,노원구,2009,FitnessCC
11350,노원구,2010,커브스 마들클럽
11350,노원구,2011,FITNESS인
11350,노원구,2011,아이언 휘트니스
11350,노원구,2012,김정민 퍼스널 트레이닝 스튜디오
11350,노원구,2012,에이블짐 노원역 2호점
11350,노원구,2012,위짐(we Gym)
11350,노원구,2013,고릴라멀티짐
11350,노원구,2013,꿀핏휘트니스 노원 마들역점
11350,노원구,2013,시티짐
11350,노원구,2013,에이블짐 휘트니스
11350,노원구,2014,FITNESS 510 김정민 퍼스널 트레이닝
11350,노원구,2014,FITNESS GOJIB
11350,노원구,2014,MVGYM
11350,노원구,2014,에이블짐 휘트니스
11350,노원구,2014,카인드짐 헬스&PT&스쿼시 24시 수락산역점
11350,노원구,2014,피트니스 고집
11350,노원구,2014,휘트니스앤짐
11350,노원구,2015,펀더멘틀 크로스핏
11350,노원구,2016,SN Fitness
11350,노원구,2016,카인드짐 태릉입구역점
11350,노원구,2016,휘트니스 꿈
11350,노원구,2017,리얼리햅 맞춤운동센터
11350,노원구,2017,밀리언짐 상계
11350,노원구,2017,바디라인
11350,노원구,2017,서정피트니스
11350,노원구,2017,와우짐
11350,노원구,2017,운동에 빠지다
11350,노원구,2017,트로이짐 다이어트PT 노원역점
11350,노원구,2018,K.B샵
11350,노원구,2018,리드 피트니스
11350,노원구,2018,소운소 Ark Gym
11350,노원구,2019,노원점 스포애니 (주) 케이디헬스케어
11350,노원구,2019,레몬핏 휘트니스
11350,노원구,2019,발리짐 노원역점
11350,노원구,2019,수호 바디짐
11350,노원구,2019,스포애니 공릉점
11350,노원구,2019,아폴로휘트니스
11350,노원구,2019,운동하는 날 day
11350,노원구,2019,휘트니스꿈&필라테스
11350,노원구,2020,BODY CPR
11350,노원구,2020,Hellene (헬린)
11350,노원구,2020,건영스파밸리헬스클럽
11350,노원구,2020,바디짐
11350,노원구,2020,베네핏
11350,노원구,2020,부르스타짐(주)
11350,노원구,2020,상계역점 스포애니 주)케이디스포츠
11350,노원구,2020,우리스포츠센터
11350,노원구,2020,재미짐 여성전용 헬스 PT 노원역점
11350,노원구,2020,핏구공피티스튜디오&소정필라테스
11350,노원구,2021,Drop The Fit PT Studio(드랍더핏 피티 스튜디오)
11350,노원구,2021,LJ PT
11350,노원구,2021,데일리짐
11350,노원구,2021,빌리버짐
11350,노원구,2021,에이플랜짐
11350,노원구,2021,윤스피티
11350,노원구,2021,카인드짐휘트니스&스쿼시
11350,노원구,2021,프리원핏
11350,노원구,2021,피트니스 뭅
11350,노원구,2021,핏케어(Fit&Care)
11350,노원구,2021,하디핏
11350,노원구,2021,히트플레이스 p.t.
11350,노원구,2022,(주)부티짐
11350,노원구,2022,(주)뷰티짐
11350,노원구,2022,YFIT 퍼스널트레이닝
11350,노원구,2022,공릉 라이크짐
11350,노원구,2022,다올핏
11350,노원구,2022,빌리핏 PT 스튜디오
11350,노원구,2022,스파렉스 공릉
11350,노원구,2022,엔비짐PT
11350,노원구,2022,"오늘,운동"
11350,노원구,2022,원팀월드
11350,노원구,2022,인헬서짐 월계역점
11350,노원구,2022,조아Gym
11350,노원구,2022,크로스핏 타키온
11350,노원구,2022,포미짐
11350,노원구,2022,피트니스키 FITNESSKI
11350,노원구,2022,필짐
11350,노원구,2023,oneday PT
11350,노원구,2023,두더짐
11350,노원구,2023,마이 피트니스
11350,노원구,2023,마이피트니스 상계
11350,노원구,2023,메이트짐 여성전용 헬스 PT 노원역점
11350,노원구,2023,버닝존
11350,노원구,2023,버클다운짐
11350,노원구,2023,블랙맘바짐
11350,노원구,2023,스포츠 토탈 케어
11350,노원구,2023,아싸짐
11350,노원구,2023,알지티(Remarkable Group Training)
11350,노원구,2023,업트레이닝(UP training PT&PILA)
11350,노원구,2023,에스핏
11350,노원구,2023,위너블 헬스피티 앤 필라
11350,노원구,2023,유스짐
11350,노원구,2023,크로스핏 오늘
11350,노원구,2023,플라이짐
11350,노원구,2023,헬로헤일리
11350,노원구,2023,휘트니스피플 우먼 노원점
11350,노원구,2024,데이포짐
11350,노원구,2024,로즈짐
11350,노원구,2024,리버PT
11350,노원구,2024,리핏트레이닝센터 PT 노원역점
11350,노원구,2024,무드짐
11350,노원구,2024,바루어 짐
11350,노원구,2024,세컨드윈드 복싱&크로스핏
11350,노원구,2024,여성헬스&우먼-핏
11350,노원구,2024,와일드짐
11350,노원구,2024,이나핏필라테스&피티
11350,노원구,2024,일상의 운동 PT STUDIO
11350,노원구,2024,짐박스피트니스 노원역점
11350,노원구,2024,크로스핏 오늘 상계보람 신관
11350,노원구,2024,트레이닝브릿지
11350,노원구,2024,트레인스마트
11350,노원구,2024,피트니스 서울 상계점
11350,노원구,2024,핏피티
11350,노원구,2024,휘트니스인X필라테스인
11350,노원구,2025,그로우짐
11350,노원구,2025,이루어짐
11350,노원구,2025,인덕대 스포츠센터
11350,노원구,2025,크로스핏 태릉
11350,노원구,2025,헬시온 휘트니스
11380,은평구,1992,구산헬쓰
11380,은평구,1994,월드헬스
11380,은평구,2000,디딤휘트니스
11380,은평구,2002,브라이언박 트레이닝센터
11380,은평구,2002,수양헬스
11380,은평구,2002,에스에스헬스장
11380,은평구,2002,제우스짐
11380,은평구,2003,아인스포츠 불광스포렉스
11380,은평구,2003,테크노 헬스
11380,은평구,2004,엔젤스 헤이븐
11380,은평구,2004,현봉휘트니스
11380,은평구,2005,응암역점 스포애니 (주)케이디헬스케어
11380,은평구,2005,컨피던스휘트니스
11380,은평구,2005,팩토리짐
11380,은평구,2006,LEO GYM
11380,은평구,2007,불광역점 스포애니 ㈜ 케이디헬스케어
11380,은평구,2008,Red휘트니스
11380,은평구,2009,니드짐 헬스&PT 응암역점
11380,은평구,2010,스퀘어 짐
11380,은평구,2010,어라운드짐 새절역점
11380,은평구,2011,넘버원짐
11380,은평구,2011,짐박스 피트니스 응암1호점
11380,은평구,2012,고릴라멀티짐
11380,은평구,2012,스포애니 응암오거리점 (주)케이디헬스케어
11380,은평구,2012,연신내역 스포애니 (주)케이디헬스케어
11380,은평구,2012,카프리짐
11380,은평구,2013,드림라인휘트니스
11380,은평구,2013,발리휘트니스
11380,은평구,2013,체대입시FA
11380,은평구,2014,굿바디퍼스널트레이닝
11380,은평구,2014,니드짐 구파발점
11380,은평구,2014,빅브로짐 휘트니스 응암점
11380,은평구,2015,구산역점 스포애니 (주)케이디헬스케어
11380,은평구,2015,스포짐코리아
11380,은평구,2015,제이제이 피트니스
11380,은평구,2015,지니짐 헬스
11380,은평구,2015,청자헬스
11380,은평구,2015,커브스 연신내클럽
11380,은평구,2016,리마인드짐
11380,은평구,2016,밀론앤스마트짐
11380,은평구,2017,더블업트레이닝
11380,은평구,2017,멋GYM플러스
11380,은평구,2017,위캔짐
11380,은평구,2017,커브스녹번클럽
11380,은평구,2017,커브스응암클럽
11380,은평구,2017,피티디데이
11380,은평구,2017,휘트니스피플 우먼 응암점
11380,은평구,2018,바디메카
11380,은평구,2019,(주)에이블짐 불광지점
11380,은평구,2019,다미넬GYM
11380,은평구,2019,라우드짐 앤 피티 구파발역점
11380,은평구,2019,태민PT GYM
11380,은평구,2019,플랜짐
11380,은평구,2019,한스바디밸런스
11380,은평구,2020,GYM 3.0
11380,은평구,2020,Timeless PT Studio
11380,은평구,2020,스윗 PT샵
11380,은평구,2020,에이블짐 응암점
11380,은평구,2020,에이짐 휘트니스
11380,은평구,2021,Korean Top Team DOWN GYM
11380,은평구,2021,RAPHA Fit
11380,은평구,2021,made PT studio
11380,은평구,2021,바른짐 PT
11380,은평구,2021,스테이핏
11380,은평구,2021,스톤앤짐 연신내점
11380,은평구,2021,슬기로운 GYM
11380,은평구,2021,어반컴퍼니
11380,은평구,2021,에르제 스튜디오
11380,은평구,2021,에이펙스 피트니스 구파발 프리미엄점
11380,은평구,2021,원트핏
11380,은평구,2021,제이에이치짐
11380,은평구,2021,지민혁 PT STUDIO
11380,은평구,2022,15짐
11380,은평구,2022,더블에스핏
11380,은평구,2022,디에타
11380,은평구,2022,딜라이트짐
11380,은평구,2022,머슬메카
11380,은평구,2022,바디브레인 트레이닝센터
11380,은평구,2022,오운짐 PT스튜디오
11380,은평구,2022,제이핏
11380,은평구,2022,프로마인드짐 PT & 태닝 녹번점
11380,은평구,2022,플레이스짐
11380,은평구,2022,피트니스 써밋
11380,은평구,2022,피트니스랩
11380,은평구,2022,피티스테이션
11380,은평구,2022,헬슐랭 피트니스
11380,은평구,2022,헬스GO 피트니스
11380,은평구,2022,흥바디짐
11380,은평구,2023,PLEXON TRAINING
11380,은평구,2023,디엔드핏 헬스PT 응암역점
11380,은평구,2023,바디채널 은평신사
11380,은평구,2023,바코드짐
11380,은평구,2023,빅브로짐 휘트니스 구산점
11380,은평구,2023,색다른짐
11380,은평구,2023,온앤온 피트니스 연신내점
11380,은평구,2023,재미짐 여성전용 헬스 PT 응암점
11380,은평구,2023,주식회사 업짐
11380,은평구,2023,짐라이트 구산/연신내점
11380,은평구,2023,퍼센트짐
11380,은평구,2023,피티스테이션 은평구청점
11380,은평구,2023,헬스고 여성전용
11380,은평구,2023,헬스보이짐 필라걸 불광점
11380,은평구,2023,휘트니스피플 우먼 연신내역점
11380,은평구,2024,㈜은평투엑스휘트니스
11380,은평구,2024,골드문PT
11380,은평구,2024,다이어트 캠프 & PT
11380,은평구,2024,오늘은 헬스
11380,은평구,2024,오엘크루
11380,은평구,2024,응암동점 스포애니 (주) 케이디헬스케어
11380,은평구,2024,제이제이 피트니스 녹번점
11380,은평구,2024,주식회사 비엔아이컴퍼니(BNI COMPANY CO.LTD)
11380,은평구,2024,짐리밋 구파발역점
11380,은평구,2024,짐박스 피트니스 응암2호점
11380,은평구,2024,짐박스피트니스 연신내점
11380,은평구,2024,짐부티킹
11380,은평구,2024,크로스핏 카고
11380,은평구,2024,크로스핏엠비션
11380,은평구,2024,프리원핏 응암점
11380,은평구,2024,피트니스 REX
11380,은평구,2024,해야 GYM?PT
11380,은평구,2024,해피짐
11380,은평구,2025,글래드짐
11380,은평구,2025,주식회사 프로원 휘트니스 응암점
11410,서대문구,1997,월드휘트니스
11410,서대문구,2000,성은헬스
11410,서대문구,2001,JC헬스
11410,서대문구,2001,바나나휘트니스
11410,서대문구,2001,삼성골드헬스
11410,서대문구,2007,더짐휘트니스
11410,서대문구,2008,더루트짐&골프 독립문삼호점
11410,서대문구,2008,명품헬스
11410,서대문구,2010,잇바디 휘트니스 홍제점
11410,서대문구,2011,VIP 휘트니스
11410,서대문구,2011,스타칼리 휘트니스
11410,서대문구,2011,킹스짐
11410,서대문구,2012,제프웰니스센터
11410,서대문구,2013,커브스홍제클럽
11410,서대문구,2013,헬스보이
11410,서대문구,2015,M-BASE
11410,서대문구,2015,스타칼리휘트니스 신촌점
11410,서대문구,2015,크로스핏 스팀펑크 신촌
11410,서대문구,2015,파크짐
11410,서대문구,2016,GymSH 퍼스널트레이닝
11410,서대문구,2016,SOMA FITNESS
11410,서대문구,2016,고미짐
11410,서대문구,2016,더 짐(The Gym)
11410,서대문구,2016,리두컴퍼니
11410,서대문구,2016,박스짐
11410,서대문구,2016,스퀘어짐
11410,서대문구,2016,클라우드 짐
11410,서대문구,2016,하이핏
11410,서대문구,2017,247휘트니스 엔 필라테스
11410,서대문구,2017,SU FITNESS
11410,서대문구,2017,스타칼리 휘트니스
11410,서대문구,2017,제이피티샵 홍제점
11410,서대문구,2017,준일 극동 휘트니스
11410,서대문구,2017,커브스 아현클럽
11410,서대문구,2018,겟투잇(Get to it)
11410,서대문구,2018,매직짐
11410,서대문구,2018,커브스 가재울 클럽
11410,서대문구,2018,피트니스 소마
11410,서대문구,2019,Fitness W (피트니스 더블유)
11410,서대문구,2019,T.H STUDIO
11410,서대문구,2019,마이스타
11410,서대문구,2019,연희 피티＆필라테스
11410,서대문구,2019,오버탑 휘트니스 가좌점
11410,서대문구,2019,익스트림 컴뱃
11410,서대문구,2019,짐티피 연대이대 3호점
11410,서대문구,2020,3Y짐
11410,서대문구,2020,M2 PT SHOP (엠투피티샵)
11410,서대문구,2020,셀프메이드짐 2
11410,서대문구,2020,스타칼리 휘트니스
11410,서대문구,2020,오늘부터 핏
11410,서대문구,2020,운동하는날
11410,서대문구,2021,STILL WE GO(스틸위고)
11410,서대문구,2021,노블핏짐
11410,서대문구,2021,리커버리PT스튜디오
11410,서대문구,2021,신인규 PT studio
11410,서대문구,2021,운동하기 좋은날
11410,서대문구,2021,주 PT GYM
11410,서대문구,2021,짐굿라이프 홍제 무악재점
11410,서대문구,2021,피티스튜디오 빛
11410,서대문구,2022,3Y짐
11410,서대문구,2022,Holy fit(홀리핏)
11410,서대문구,2022,OPgym
11410,서대문구,2022,마카롱 PT
11410,서대문구,2022,씰피티클럽
11410,서대문구,2022,아벨라 PT&필라테스
11410,서대문구,2022,아지트(Hide out)
11410,서대문구,2022,좋은습관 PT studio 신촌
11410,서대문구,2022,주) 건강과땀 휘트니스 명지대
11410,서대문구,2022,주식회사 이태원짐 서대문구청점
11410,서대문구,2022,짐라이트
11410,서대문구,2022,플렉스피티
11410,서대문구,2022,피티루트 무악재점
11410,서대문구,2023,(주)바디채널 신촌이대역점
11410,서대문구,2023,"Dear, Me P.T."
11410,서대문구,2023,GYM THE BLACK
11410,서대문구,2023,ONDAGYM(온다짐)
11410,서대문구,2023,김수민 PT STUDIO
11410,서대문구,2023,뉴짐스 증산역점
11410,서대문구,2023,머슬비트(MUSCLE BEAT)
11410,서대문구,2023,아벨라 짐
11410,서대문구,2023,영짐(YOUNG GYM)
11410,서대문구,2023,주식회사 두
11410,서대문구,2023,짐 코리아
11410,서대문구,2023,짐굿라이프 홍제점
11410,서대문구,2023,짐라이트 연희/연세대점
11410,서대문구,2023,짐티피 연희5호점
11410,서대문구,2023,하이브 PT
11410,서대문구,2024,1986 피트니스 무악재점
11410,서대문구,2024,DAYSTAR PLAYGROUND
11410,서대문구,2024,MCT GYM 신촌
11410,서대문구,2024,SPERO GYM
11410,서대문구,2024,당근짐 PT 신촌점
11410,서대문구,2024,빌드업 짐
11410,서대문구,2024,새로피티
11410,서대문구,2024,연희 피티 앤 피트니스
11410,서대문구,2024,크로스핏 에볼루션
11410,서대문구,2024,프리원핏 명지대점
11410,서대문구,2024,피트니스엑스
11410,서대문구,2024,헬로바디 피트니스
11410,서대문구,2025,더뉴짐
11410,서대문구,2025,링크짐
11410,서대문구,2025,머슐랭
11440,마포구,1989,피트니스 온
11440,마포구,1998,인어스휘트니스 헬스피티앤골프마포점
11440,마포구,1998,진헬스클럽
11440,마포구,1999,헬스존
11440,마포구,2000,FIT360°
11440,마포구,2003,바디앤짐 마포구청역점
11440,마포구,2003,준휘트니스클럽
11440,마포구,2004,ELITE FIT 24
11440,마포구,2004,미지휘트니스골프클럽
11440,마포구,2004,월드컵스파랜드24 체력단련장
11440,마포구,2004,휘트니스엠 마포점
11440,마포구,2005,맥스짐
11440,마포구,2005,에스짐 마포역점
11440,마포구,2008,U.D.T GYM
11440,마포구,2008,네이브핏(Nave FIT)
11440,마포구,2008,스타트원 스포츠짐
11440,마포구,2008,큐어짐
11440,마포구,2009,데이지라이프 휘트니스
11440,마포구,2009,스포짐휘트니스
11440,마포구,2009,엠휘트니스9
11440,마포구,2009,주식회사 엠앤짐
11440,마포구,2009,플래티넘PT(피티)스튜디오
11440,마포구,2009,휘트니스 에이든(Aiden)
11440,마포구,2010,PUSHUP GYM
11440,마포구,2010,마포염리동점 스포애니 (주)케이디헬스케어
11440,마포구,2010,주식회사 엠휘트니스7
11440,마포구,2011,더 하이엘(THE HYEL)
11440,마포구,2011,에이블짐 상암점
11440,마포구,2012,S-fit
11440,마포구,2012,The Movement
11440,마포구,2012,VKNY Gym(비키니짐)
11440,마포구,2012,드림핏퍼스널트레이닝(DreamFit Personaltraining)
11440,마포구,2012,스포벡휘트니스
11440,마포구,2012,아이짐
11440,마포구,2012,우리짐 합정점
11440,마포구,2012,웰니스 휘트니스
11440,마포구,2012,케이불스 휘트니스 마포구청역점
11440,마포구,2012,태영휘트니스
11440,마포구,2013,Muscle96 GYM
11440,마포구,2013,레벨에이치 PT 공덕점
11440,마포구,2013,블루짐
11440,마포구,2013,세븐짐
11440,마포구,2013,스마트짐
11440,마포구,2013,엔터짐
11440,마포구,2013,크로스핏 뉴젠
11440,마포구,2013,행복애짐
11440,마포구,2014,VIP 휘트니스
11440,마포구,2014,무한 크로스핏
11440,마포구,2014,피아트짐
11440,마포구,2015,(주)크로스핏엑스
11440,마포구,2015,B.S.T GYM
11440,마포구,2015,MBC 휘트니스센터
11440,마포구,2015,demarq 상암SDS 피트니스센터
11440,마포구,2015,더건강한피티
11440,마포구,2015,머슬메이드
11440,마포구,2015,크로스핏 칸
11440,마포구,2015,클락짐 공덕점
11440,마포구,2015,킬러바디
11440,마포구,2015,휘트니스피플우먼 홍대점
11440,마포구,2016,애프터 피티
11440,마포구,2016,엠베이스짐
11440,마포구,2016,파워존HJ
11440,마포구,2016,퍼스트클래스짐
11440,마포구,2016,피트니스플랜비
11440,마포구,2017,PRIVE FIT (프리베핏)
11440,마포구,2017,다비드짐휘트니스
11440,마포구,2017,더바디피트니스
11440,마포구,2017,로얄짐3호점
11440,마포구,2017,소핏짐(So Fit Gym)
11440,마포구,2017,아르케GYM(PT샵)
11440,마포구,2017,엠제트(MZ)휘트니스
11440,마포구,2017,태그아웃
11440,마포구,2018,FIT TO BE FITNESS
11440,마포구,2018,Gym Tipi
11440,마포구,2018,우리짐
11440,마포구,2018,일레븐피티 마포점
11440,마포구,2018,카디오짐
11440,마포구,2018,커브스 상암클럽
11440,마포구,2019,Playground
11440,마포구,2019,건강해GYM
11440,마포구,2019,근육발전소
11440,마포구,2019,로얄짐 1호점
11440,마포구,2019,로얄짐 2호점
11440,마포구,2019,바벨피트니스
11440,마포구,2019,셀프메이드짐(SELFMADE GYM)
11440,마포구,2019,에이원짐 마포역점
11440,마포구,2019,온더피트니스
11440,마포구,2019,우리짐 홍대점
11440,마포구,2019,주식회사 홀리핏(Holyfit) 홍대점
11440,마포구,2019,짐박스피트니스상암DMC점
11440,마포구,2019,크로스핏 헬퍼
11440,마포구,2019,프로핏 1:1피티 스튜디오
11440,마포구,2020,Gooood Gym
11440,마포구,2020,MOVE UP
11440,마포구,2020,공덕역점 스포애니 (주)케이디헬스케어
11440,마포구,2020,낭만PT
11440,마포구,2020,부티짐
11440,마포구,2020,빗미PT
11440,마포구,2020,에이블짐 신촌점
11440,마포구,2020,와프그룹PT
11440,마포구,2020,짐라이트
11440,마포구,2020,트레인스토밍
11440,마포구,2020,허니짐
11440,마포구,2020,홍대 프로씨드 짐
11440,마포구,2021,(주)업짐
11440,마포구,2021,F45 공덕
11440,마포구,2021,GYM Doit
11440,마포구,2021,Strength Museum
11440,마포구,2021,Sweet spot
11440,마포구,2021,THE GYM
11440,마포구,2021,달리짐(DALLI GYM)
11440,마포구,2021,더짐(THE GYM)
11440,마포구,2021,머슬마인드
11440,마포구,2021,모멘텀(MMT FITNESS)
11440,마포구,2021,민데이짐
11440,마포구,2021,세이프짐
11440,마포구,2021,슈퍼바디짐 헬스&PT
11440,마포구,2021,이뮨
11440,마포구,2021,이한갈 PT & 필라테스
11440,마포구,2021,짐쉐이프
11440,마포구,2021,프리베핏 2호점
11440,마포구,2021,피트니스랩
11440,마포구,2021,합정역점 스포애니 (주)케이디헬스케어
11440,마포구,2021,헬스보이짐 상암MBC점
11440,마포구,2022,나무트레이닝
11440,마포구,2022,노블핏짐서강점
11440,마포구,2022,더짐(THE GYM)망원점
11440,마포구,2022,비타짐(VITAGYM)
11440,마포구,2022,소마앤바디
11440,마포구,2022,에이블짐 홍대입구역점
11440,마포구,2022,에프45(F45)상암
11440,마포구,2022,여성전용헬스장PT(메디컬필라테스마마3호점)
11440,마포구,2022,짐릿(Gym Lit)
11440,마포구,2022,크로스핏헬퍼2호점 DMC상암점
11440,마포구,2022,클럽인디고
11440,마포구,2022,플루언트(FLUENT) 운동센터
11440,마포구,2022,피트니스플랜비
11440,마포구,2022,피티몽키위드레몬
11440,마포구,2022,핏인라이프
11440,마포구,2022,핏인라이프
11440,마포구,2022,헬스보이짐필라걸홍대점
11440,마포구,2022,힘듦
11440,마포구,2023,F45합정
11440,마포구,2023,WONFIT PT(원핏피티스튜디오)
11440,마포구,2023,당근짐PT공덕애오개점
11440,마포구,2023,더나은퍼스널트레이닝스튜디오
11440,마포구,2023,더뉴짐
11440,마포구,2023,더유
11440,마포구,2023,레히퍼스널트레이닝스튜디오
11440,마포구,2023,메루치양식장
11440,마포구,2023,바디앤짐성산점
11440,마포구,2023,솔스티스피티스튜디오(SOLSTICE PT STUDIO)
11440,마포구,2023,스튜디오함께갈반(BAN)
11440,마포구,2023,썸원핏
11440,마포구,2023,알비에프(RBF)
11440,마포구,2023,에스짐 공덕역점
11440,마포구,2023,올라운드 퍼포먼스 짐(All Round Performance Gym)
11440,마포구,2023,이안피티
11440,마포구,2023,제이짐
11440,마포구,2023,지투짐
11440,마포구,2023,짐어웨이크
11440,마포구,2023,킵(KEEP)
11440,마포구,2023,턴온피트니스
11440,마포구,2023,투알짐코퍼레이션
11440,마포구,2023,펀짐
11440,마포구,2023,피트니스안
11440,마포구,2023,해봄PT
11440,마포구,2024,(주)뉴홉
11440,마포구,2024,F45신촌(사운드엑스)
11440,마포구,2024,LIFE TIME PT (라이프타임피티)
11440,마포구,2024,PLAYFIT
11440,마포구,2024,나만의짐 프라이빗 대관/PT 서강대점
11440,마포구,2024,뉴짐스 애오개역점
11440,마포구,2024,더 짐 프리미엄(THE GYM PREMIUM) 마포구청역점
11440,마포구,2024,로마짐 합정
11440,마포구,2024,바디앤짐 망원점
11440,마포구,2024,밸런스랩 근골격 운동센터
11440,마포구,2024,서울리프팅클럽
11440,마포구,2024,스포하이 마포점
11440,마포구,2024,어라운드짐
11440,마포구,2024,어라운드짐 망원역점
11440,마포구,2024,어반짐
11440,마포구,2024,에이티에잇 짐
11440,마포구,2024,운동케어센터
11440,마포구,2024,윰 신체발전소
11440,마포구,2024,크로스핏 식스
11440,마포구,2024,크로스핏 파밀리아
11440,마포구,2024,팀에이팩스
11440,마포구,2024,프라임리햅 재활PT&체형교정
11440,마포구,2024,피트니스랩 용강점
11440,마포구,2024,헬시온짐
11440,마포구,2024,휘트니스피플 우먼 망원역점
11440,마포구,2025,다GYM
11440,마포구,2025,더벨류짐
11440,마포구,2025,리부스트PT 홍대점
11440,마포구,2025,비엠 더 프라이빗 마포역점
11440,마포구,2025,언니네 홈짐
11440,마포구,2025,짐박스피트니스 망원점
11440,마포구,2025,컷 테니어트
11470,양천구,1989,신월동 PT 라이프헬스장
11470,양천구,1995,더 스페셜짐
11470,양천구,1995,레벨업휘트니스
11470,양천구,1998,조형기 헬스
11470,양천구,1999,양천헬스
11470,양천구,1999,펌프짐헬스클럽
11470,양천구,2001,서문석 헬스GYM (WBPF / ABBF KOREA)
11470,양천구,2001,에스짐 신정네거리역점
11470,양천구,2002,노블레스헬스
11470,양천구,2002,목동 홍크짐 헬스＆PT 오목교점
11470,양천구,2002,아노크짐
11470,양천구,2003,JS 휘트니스
11470,양천구,2003,루나짐
11470,양천구,2003,스타존 휘트니스
11470,양천구,2003,이강섭헬스클리닉
11470,양천구,2004,굿모닝 휘트니스
11470,양천구,2006,애플짐
11470,양천구,2007,엘스퀘어
11470,양천구,2008,커브스 목동클럽
11470,양천구,2009,광영문화원
11470,양천구,2009,큐디짐S
11470,양천구,2010,K퍼스널트레이닝샵
11470,양천구,2010,Min.s맞춤운동전문센터
11470,양천구,2010,머슬365
11470,양천구,2010,엘리트핏24 휘트니스
11470,양천구,2010,엠에이치(MH)
11470,양천구,2010,염창역점 스포애니 (주)케이디헬스케어
11470,양천구,2011,DAGYM-FITNESS
11470,양천구,2011,라이프스포츠
11470,양천구,2011,브이핏
11470,양천구,2011,비컴스 피트니스
11470,양천구,2011,에이블짐 신정네거리역점
11470,양천구,2011,위트짐
11470,양천구,2012,나다피트니스
11470,양천구,2012,라인짐
11470,양천구,2012,리오 퍼스널 트레이닝
11470,양천구,2012,필라테스 온
11470,양천구,2013,Fitness2.0 PT Studio
11470,양천구,2013,마이프라이빗짐
11470,양천구,2013,머스트 짐
11470,양천구,2013,머슬앤모션
11470,양천구,2013,브이핏1:1퍼스널트레이닝
11470,양천구,2014,스포짐
11470,양천구,2014,커브스 염창클럽
11470,양천구,2014,휘트니스 파이(FITNESS PI)
11470,양천구,2015,레이디 휘트니스
11470,양천구,2015,로키스
11470,양천구,2015,픽스바디짐 신월점
11470,양천구,2015,해동24시사우나헬스
11470,양천구,2016,머슬팜짐
11470,양천구,2016,밀리언짐
11470,양천구,2016,바디앤짐 신월2호점
11470,양천구,2016,슈퍼맨짐
11470,양천구,2016,스카이휘트니스
11470,양천구,2016,클럽페이스메이커 목1점
11470,양천구,2016,파이어짐 오목교역점
11470,양천구,2016,피트니스포에버
11470,양천구,2017,(주)짐사이어티
11470,양천구,2017,FIT U.S.A(피투사)
11470,양천구,2017,GYM I(짐아이)
