disctrict_code,district,year,age_code,age,val
11110,종로구,2014,2,5~9세,4991
11110,종로구,2014,3,10~14세,6704
11110,종로구,2014,4,15~19세,9372
11110,종로구,2014,5,20~24세,12979
11110,종로구,2014,6,25~29세,13283
11110,종로구,2014,7,30~34세,12696
11110,종로구,2014,8,35~39세,11242
11110,종로구,2014,9,40~44세,14467
11110,종로구,2014,10,45~49세,14123
11110,종로구,2014,11,50~54세,14388
11110,종로구,2014,12,55~59세,12965
11110,종로구,2014,13,60~64세,8988
11110,종로구,2014,14,65~69세,7748
11110,종로구,2014,15,70~74세,6956
11110,종로구,2014,16,75~79세,4814
11110,종로구,2014,17,80~84세,2663
11110,종로구,2014,18,85~89세,1370
11110,종로구,2014,19,90~94세,606
11110,종로구,2014,20,95~99세,183
11110,종로구,2014,21,100세 이상,197
11110,종로구,2015,2,5~9세,5008
11110,종로구,2015,3,10~14세,6000
11110,종로구,2015,4,15~19세,9127
11110,종로구,2015,5,20~24세,13416
11110,종로구,2015,6,25~29세,13167
11110,종로구,2015,7,30~34세,12282
11110,종로구,2015,8,35~39세,11071
11110,종로구,2015,9,40~44세,13435
11110,종로구,2015,10,45~49세,14149
11110,종로구,2015,11,50~54세,13956
11110,종로구,2015,12,55~59세,13099
11110,종로구,2015,13,60~64세,9704
11110,종로구,2015,14,65~69세,7759
11110,종로구,2015,15,70~74세,6867
11110,종로구,2015,16,75~79세,4968
11110,종로구,2015,17,80~84세,2871
11110,종로구,2015,18,85~89세,1405
11110,종로구,2015,19,90~94세,589
11110,종로구,2015,20,95~99세,223
11110,종로구,2015,21,100세 이상,210
11110,종로구,2016,2,5~9세,4923
11110,종로구,2016,3,10~14세,5552
11110,종로구,2016,4,15~19세,8777
11110,종로구,2016,5,20~24세,13759
11110,종로구,2016,6,25~29세,13088
11110,종로구,2016,7,30~34세,11559
11110,종로구,2016,8,35~39세,11045
11110,종로구,2016,9,40~44세,12194
11110,종로구,2016,10,45~49세,14425
11110,종로구,2016,11,50~54세,13347
11110,종로구,2016,12,55~59세,13342
11110,종로구,2016,13,60~64세,10382
11110,종로구,2016,14,65~69세,7500
11110,종로구,2016,15,70~74세,6661
11110,종로구,2016,16,75~79세,5274
11110,종로구,2016,17,80~84세,3112
11110,종로구,2016,18,85~89세,1487
11110,종로구,2016,19,90~94세,603
11110,종로구,2016,20,95~99세,234
11110,종로구,2016,21,100세 이상,220
11110,종로구,2017,2,5~9세,5032
11110,종로구,2017,3,10~14세,5509
11110,종로구,2017,4,15~19세,8418
11110,종로구,2017,5,20~24세,14429
11110,종로구,2017,6,25~29세,13590
11110,종로구,2017,7,30~34세,11486
11110,종로구,2017,8,35~39세,11431
11110,종로구,2017,9,40~44세,11637
11110,종로구,2017,10,45~49세,14535
11110,종로구,2017,11,50~54세,13398
11110,종로구,2017,12,55~59세,13608
11110,종로구,2017,13,60~64세,10725
11110,종로구,2017,14,65~69세,7662
11110,종로구,2017,15,70~74세,6605
11110,종로구,2017,16,75~79세,5872
11110,종로구,2017,17,80~84세,3329
11110,종로구,2017,18,85~89세,1612
11110,종로구,2017,19,90~94세,626
11110,종로구,2017,20,95~99세,250
11110,종로구,2017,21,100세 이상,226
11110,종로구,2018,2,5~9세,4871
11110,종로구,2018,3,10~14세,5416
11110,종로구,2018,4,15~19세,7851
11110,종로구,2018,5,20~24세,14485
11110,종로구,2018,6,25~29세,13804
11110,종로구,2018,7,30~34세,11150
11110,종로구,2018,8,35~39세,11571
11110,종로구,2018,9,40~44세,10781
11110,종로구,2018,10,45~49세,14163
11110,종로구,2018,11,50~54세,13355
11110,종로구,2018,12,55~59세,13587
11110,종로구,2018,13,60~64세,11209
11110,종로구,2018,14,65~69세,7755
11110,종로구,2018,15,70~74세,6596
11110,종로구,2018,16,75~79세,5964
11110,종로구,2018,17,80~84세,3549
11110,종로구,2018,18,85~89세,1686
11110,종로구,2018,19,90~94세,692
11110,종로구,2018,20,95~99세,269
11110,종로구,2018,21,100세 이상,231
11110,종로구,2019,2,5~9세,4825
11110,종로구,2019,3,10~14세,5256
11110,종로구,2019,4,15~19세,7507
11110,종로구,2019,5,20~24세,14593
11110,종로구,2019,6,25~29세,13958
11110,종로구,2019,7,30~34세,11008
11110,종로구,2019,8,35~39세,10905
11110,종로구,2019,9,40~44세,10550
11110,종로구,2019,10,45~49세,13615
11110,종로구,2019,11,50~54세,13323
11110,종로구,2019,12,55~59세,13545
11110,종로구,2019,13,60~64세,11576
11110,종로구,2019,14,65~69세,7959
11110,종로구,2019,15,70~74세,6754
11110,종로구,2019,16,75~79세,5858
11110,종로구,2019,17,80~84세,3849
11110,종로구,2019,18,85~89세,1844
11110,종로구,2019,19,90~94세,727
11110,종로구,2019,20,95~99세,275
11110,종로구,2019,21,100세 이상,253
11110,종로구,2020,2,5~9세,4596
11110,종로구,2020,3,10~14세,5261
11110,종로구,2020,4,15~19세,6463
11110,종로구,2020,5,20~24세,13721
11110,종로구,2020,6,25~29세,14261
11110,종로구,2020,7,30~34세,10902
11110,종로구,2020,8,35~39세,10505
11110,종로구,2020,9,40~44세,10525
11110,종로구,2020,10,45~49세,12759
11110,종로구,2020,11,50~54세,13399
11110,종로구,2020,12,55~59세,13120
11110,종로구,2020,13,60~64세,11780
11110,종로구,2020,14,65~69세,8569
11110,종로구,2020,15,70~74세,6784
11110,종로구,2020,16,75~79세,5787
11110,종로구,2020,17,80~84세,4011
11110,종로구,2020,18,85~89세,1985
11110,종로구,2020,19,90~94세,804
11110,종로구,2020,20,95~99세,291
11110,종로구,2020,21,100세 이상,276
11110,종로구,2021,2,5~9세,4439
11110,종로구,2021,3,10~14세,5092
11110,종로구,2021,4,15~19세,5849
11110,종로구,2021,5,20~24세,12935
11110,종로구,2021,6,25~29세,14201
11110,종로구,2021,7,30~34세,11044
11110,종로구,2021,8,35~39세,9838
11110,종로구,2021,9,40~44세,10479
11110,종로구,2021,10,45~49세,11540
11110,종로구,2021,11,50~54세,13564
11110,종로구,2021,12,55~59세,12371
11110,종로구,2021,13,60~64세,11770
11110,종로구,2021,14,65~69세,8954
11110,종로구,2021,15,70~74세,6312
11110,종로구,2021,16,75~79세,5400
11110,종로구,2021,17,80~84세,4089
11110,종로구,2021,18,85~89세,2078
11110,종로구,2021,19,90~94세,753
11110,종로구,2021,20,95~99세,200
11110,종로구,2021,21,100세 이상,32
11110,종로구,2022,2,5~9세,4100
11110,종로구,2022,3,10~14세,4930
11110,종로구,2022,4,15~19세,5948
11110,종로구,2022,5,20~24세,13088
11110,종로구,2022,6,25~29세,14547
11110,종로구,2022,7,30~34세,11419
11110,종로구,2022,8,35~39세,9553
11110,종로구,2022,9,40~44세,10477
11110,종로구,2022,10,45~49세,10651
11110,종로구,2022,11,50~54세,13230
11110,종로구,2022,12,55~59세,11928
11110,종로구,2022,13,60~64세,11688
11110,종로구,2022,14,65~69세,9047
11110,종로구,2022,15,70~74세,6251
11110,종로구,2022,16,75~79세,5237
11110,종로구,2022,17,80~84세,4358
11110,종로구,2022,18,85~89세,2117
11110,종로구,2022,19,90~94세,729
11110,종로구,2022,20,95~99세,190
11110,종로구,2022,21,100세 이상,29
11110,종로구,2023,2,5~9세,3791
11110,종로구,2023,3,10~14세,4734
11110,종로구,2023,4,15~19세,5790
11110,종로구,2023,5,20~24세,12649
11110,종로구,2023,6,25~29세,14520
11110,종로구,2023,7,30~34세,11751
11110,종로구,2023,8,35~39세,9166
11110,종로구,2023,9,40~44세,10461
11110,종로구,2023,10,45~49세,9899
11110,종로구,2023,11,50~54세,12892
11110,종로구,2023,12,55~59세,11891
11110,종로구,2023,13,60~64세,11602
11110,종로구,2023,14,65~69세,9511
11110,종로구,2023,15,70~74세,6277
11110,종로구,2023,16,75~79세,5309
11110,종로구,2023,17,80~84세,4342
11110,종로구,2023,18,85~89세,2324
11110,종로구,2023,19,90~94세,764
11110,종로구,2023,20,95~99세,202
11110,종로구,2023,21,100세 이상,35
11110,종로구,2024,2,5~9세,3497
11110,종로구,2024,3,10~14세,4644
11110,종로구,2024,4,15~19세,5595
11110,종로구,2024,5,20~24세,12174
11110,종로구,2024,6,25~29세,14573
11110,종로구,2024,7,30~34세,12207
11110,종로구,2024,8,35~39세,9177
11110,종로구,2024,9,40~44세,10034
11110,종로구,2024,10,45~49세,9658
11110,종로구,2024,11,50~54세,12328
11110,종로구,2024,12,55~59세,11884
11110,종로구,2024,13,60~64세,11548
11110,종로구,2024,14,65~69세,9874
11110,종로구,2024,15,70~74세,6532
11110,종로구,2024,16,75~79세,5421
11110,종로구,2024,17,80~84세,4351
11110,종로구,2024,18,85~89세,2509
11110,종로구,2024,19,90~94세,889
11110,종로구,2024,20,95~99세,223
11110,종로구,2024,21,100세 이상,41
11110,종로구,20244,2,5~9세,3497
11110,종로구,20244,3,10~14세,4644
11110,종로구,20244,4,15~19세,5595
11110,종로구,20244,5,20~24세,12174
11110,종로구,20244,6,25~29세,14573
11110,종로구,20244,7,30~34세,12207
11110,종로구,20244,8,35~39세,9177
11110,종로구,20244,9,40~44세,10034
11110,종로구,20244,10,45~49세,9658
11110,종로구,20244,11,50~54세,12328
11110,종로구,20244,12,55~59세,11884
11110,종로구,20244,13,60~64세,11548
11110,종로구,20244,14,65~69세,9874
11110,종로구,20244,15,70~74세,6532
11110,종로구,20244,16,75~79세,5421
11110,종로구,20244,17,80~84세,4351
11110,종로구,20244,18,85~89세,2509
11110,종로구,20244,19,90~94세,889
11110,종로구,20244,20,95~99세,223
11110,종로구,20244,21,100세 이상,41
11110,종로구,20251,2,5~9세,3392
11110,종로구,20251,3,10~14세,4621
11110,종로구,20251,4,15~19세,5460
11110,종로구,20251,5,20~24세,11712
11110,종로구,20251,6,25~29세,14921
11110,종로구,20251,7,30~34세,12330
11110,종로구,20251,8,35~39세,9152
11110,종로구,20251,9,40~44세,10008
11110,종로구,20251,10,45~49세,9651
11110,종로구,20251,11,50~54세,12206
11110,종로구,20251,12,55~59세,11907
11110,종로구,20251,13,60~64세,11516
11110,종로구,20251,14,65~69세,9892
11110,종로구,20251,15,70~74세,6787
11110,종로구,20251,16,75~79세,5483
11110,종로구,20251,17,80~84세,4331
11110,종로구,20251,18,85~89세,2551
11110,종로구,20251,19,90~94세,937
11110,종로구,20251,20,95~99세,218
11110,종로구,20251,21,100세 이상,43
11140,중구,2014,1,0~4세,4806
11140,중구,2014,2,5~9세,4036
11140,중구,2014,3,10~14세,4268
11140,중구,2014,4,15~19세,6026
11140,중구,2014,5,20~24세,9379
11140,중구,2014,6,25~29세,10711
11140,중구,2014,7,30~34세,12125
11140,중구,2014,8,35~39세,10544
11140,중구,2014,9,40~44세,11593
11140,중구,2014,10,45~49세,11074
11140,중구,2014,11,50~54세,12037
11140,중구,2014,12,55~59세,11664
11140,중구,2014,13,60~64세,8004
11140,중구,2014,14,65~69세,6491
11140,중구,2014,15,70~74세,5619
11140,중구,2014,16,75~79세,3866
11140,중구,2014,17,80~84세,2154
11140,중구,2014,18,85~89세,1096
11140,중구,2014,19,90~94세,456
11140,중구,2014,20,95~99세,148
11140,중구,2014,21,100세 이상,130
11140,중구,2015,1,0~4세,4564
11140,중구,2015,2,5~9세,4063
11140,중구,2015,3,10~14세,3755
11140,중구,2015,4,15~19세,5791
11140,중구,2015,5,20~24세,9405
11140,중구,2015,6,25~29세,10599
11140,중구,2015,7,30~34세,11682
11140,중구,2015,8,35~39세,10565
11140,중구,2015,9,40~44세,10918
11140,중구,2015,10,45~49세,10994
11140,중구,2015,11,50~54세,11417
11140,중구,2015,12,55~59세,11788
11140,중구,2015,13,60~64세,8486
11140,중구,2015,14,65~69세,6580
11140,중구,2015,15,70~74세,5532
11140,중구,2015,16,75~79세,3935
11140,중구,2015,17,80~84세,2325
11140,중구,2015,18,85~89세,1181
11140,중구,2015,19,90~94세,447
11140,중구,2015,20,95~99세,162
11140,중구,2015,21,100세 이상,140
11140,중구,2016,1,0~4세,4538
11140,중구,2016,2,5~9세,4080
11140,중구,2016,3,10~14세,3541
11140,중구,2016,4,15~19세,5640
11140,중구,2016,5,20~24세,9600
11140,중구,2016,6,25~29세,10797
11140,중구,2016,7,30~34세,11284
11140,중구,2016,8,35~39세,10827
11140,중구,2016,9,40~44세,10194
11140,중구,2016,10,45~49세,11310
11140,중구,2016,11,50~54세,10948
11140,중구,2016,12,55~59세,11861
11140,중구,2016,13,60~64세,9183
11140,중구,2016,14,65~69세,6497
11140,중구,2016,15,70~74세,5369
11140,중구,2016,16,75~79세,4161
11140,중구,2016,17,80~84세,2521
11140,중구,2016,18,85~89세,1266
11140,중구,2016,19,90~94세,474
11140,중구,2016,20,95~99세,158
11140,중구,2016,21,100세 이상,160
11140,중구,2017,1,0~4세,4426
11140,중구,2017,2,5~9세,4002
11140,중구,2017,3,10~14세,3544
11140,중구,2017,4,15~19세,5229
11140,중구,2017,5,20~24세,9432
11140,중구,2017,6,25~29세,11294
11140,중구,2017,7,30~34세,10933
11140,중구,2017,8,35~39세,11129
11140,중구,2017,9,40~44세,9819
11140,중구,2017,10,45~49세,11296
11140,중구,2017,11,50~54세,10811
11140,중구,2017,12,55~59세,11779
11140,중구,2017,13,60~64세,9515
11140,중구,2017,14,65~69세,6674
11140,중구,2017,15,70~74세,5341
11140,중구,2017,16,75~79세,4576
11140,중구,2017,17,80~84세,2635
11140,중구,2017,18,85~89세,1321
11140,중구,2017,19,90~94세,508
11140,중구,2017,20,95~99세,163
11140,중구,2017,21,100세 이상,166
11140,중구,2018,1,0~4세,4185
11140,중구,2018,2,5~9세,3935
11140,중구,2018,3,10~14세,3453
11140,중구,2018,4,15~19세,4964
11140,중구,2018,5,20~24세,9842
11140,중구,2018,6,25~29세,11591
11140,중구,2018,7,30~34세,11116
11140,중구,2018,8,35~39세,11435
11140,중구,2018,9,40~44세,9473
11140,중구,2018,10,45~49세,10902
11140,중구,2018,11,50~54세,10879
11140,중구,2018,12,55~59세,11800
11140,중구,2018,13,60~64세,10053
11140,중구,2018,14,65~69세,6750
11140,중구,2018,15,70~74세,5468
11140,중구,2018,16,75~79세,4682
11140,중구,2018,17,80~84세,2793
11140,중구,2018,18,85~89세,1414
11140,중구,2018,19,90~94세,535
11140,중구,2018,20,95~99세,184
11140,중구,2018,21,100세 이상,179
11140,중구,2019,1,0~4세,4021
11140,중구,2019,2,5~9세,3949
11140,중구,2019,3,10~14세,3347
11140,중구,2019,4,15~19세,4662
11140,중구,2019,5,20~24세,9817
11140,중구,2019,6,25~29세,12105
11140,중구,2019,7,30~34세,11237
11140,중구,2019,8,35~39세,11281
11140,중구,2019,9,40~44세,9391
11140,중구,2019,10,45~49세,10531
11140,중구,2019,11,50~54세,10959
11140,중구,2019,12,55~59세,11589
11140,중구,2019,13,60~64세,10324
11140,중구,2019,14,65~69세,7187
11140,중구,2019,15,70~74세,5728
11140,중구,2019,16,75~79세,4756
11140,중구,2019,17,80~84세,3061
11140,중구,2019,18,85~89세,1518
11140,중구,2019,19,90~94세,632
11140,중구,2019,20,95~99세,206
11140,중구,2019,21,100세 이상,187
11140,중구,2020,1,0~4세,3540
11140,중구,2020,2,5~9세,3827
11140,중구,2020,3,10~14세,3288
11140,중구,2020,4,15~19세,4006
11140,중구,2020,5,20~24세,9510
11140,중구,2020,6,25~29세,12167
11140,중구,2020,7,30~34세,11097
11140,중구,2020,8,35~39세,10843
11140,중구,2020,9,40~44세,9391
11140,중구,2020,10,45~49세,9920
11140,중구,2020,11,50~54세,10979
11140,중구,2020,12,55~59세,11141
11140,중구,2020,13,60~64세,10431
11140,중구,2020,14,65~69세,7669
11140,중구,2020,15,70~74세,5988
11140,중구,2020,16,75~79세,4858
11140,중구,2020,17,80~84세,3202
11140,중구,2020,18,85~89세,1668
11140,중구,2020,19,90~94세,700
11140,중구,2020,20,95~99세,205
11140,중구,2020,21,100세 이상,205
11140,중구,2021,1,0~4세,3140
11140,중구,2021,2,5~9세,3674
11140,중구,2021,3,10~14세,3272
11140,중구,2021,4,15~19세,3698
11140,중구,2021,5,20~24세,9114
11140,중구,2021,6,25~29세,12329
11140,중구,2021,7,30~34세,11352
11140,중구,2021,8,35~39세,10386
11140,중구,2021,9,40~44세,9474
11140,중구,2021,10,45~49세,9183
11140,중구,2021,11,50~54세,10985
11140,중구,2021,12,55~59세,10382
11140,중구,2021,13,60~64세,10406
11140,중구,2021,14,65~69세,8205
11140,중구,2021,15,70~74세,5709
11140,중구,2021,16,75~79세,4634
11140,중구,2021,17,80~84세,3308
11140,중구,2021,18,85~89세,1693
11140,중구,2021,19,90~94세,670
11140,중구,2021,20,95~99세,147
11140,중구,2021,21,100세 이상,26
11140,중구,2022,1,0~4세,3011
11140,중구,2022,2,5~9세,3454
11140,중구,2022,3,10~14세,3166
11140,중구,2022,4,15~19세,3785
11140,중구,2022,5,20~24세,9047
11140,중구,2022,6,25~29세,12365
11140,중구,2022,7,30~34세,11790
11140,중구,2022,8,35~39세,10046
11140,중구,2022,9,40~44세,9528
11140,중구,2022,10,45~49세,8586
11140,중구,2022,11,50~54세,10678
11140,중구,2022,12,55~59세,10023
11140,중구,2022,13,60~64세,10251
11140,중구,2022,14,65~69세,8401
11140,중구,2022,15,70~74세,5809
11140,중구,2022,16,75~79세,4587
11140,중구,2022,17,80~84세,3617
11140,중구,2022,18,85~89세,1784
11140,중구,2022,19,90~94세,670
11140,중구,2022,20,95~99세,157
11140,중구,2022,21,100세 이상,30
11140,중구,2023,1,0~4세,2924
11140,중구,2023,2,5~9세,3219
11140,중구,2023,3,10~14세,3144
11140,중구,2023,4,15~19세,3711
11140,중구,2023,5,20~24세,8736
11140,중구,2023,6,25~29세,12677
11140,중구,2023,7,30~34세,12622
11140,중구,2023,8,35~39세,10231
11140,중구,2023,9,40~44세,9828
11140,중구,2023,10,45~49세,8302
11140,중구,2023,11,50~54세,10365
11140,중구,2023,12,55~59세,9962
11140,중구,2023,13,60~64세,10152
11140,중구,2023,14,65~69세,8781
11140,중구,2023,15,70~74세,5874
11140,중구,2023,16,75~79세,4754
11140,중구,2023,17,80~84세,3693
11140,중구,2023,18,85~89세,1908
11140,중구,2023,19,90~94세,709
11140,중구,2023,20,95~99세,172
11140,중구,2023,21,100세 이상,29
11140,중구,2024,1,0~4세,2775
11140,중구,2024,2,5~9세,3048
11140,중구,2024,3,10~14세,3057
11140,중구,2024,4,15~19세,3604
11140,중구,2024,5,20~24세,8309
11140,중구,2024,6,25~29세,12314
11140,중구,2024,7,30~34세,13055
11140,중구,2024,8,35~39세,10551
11140,중구,2024,9,40~44세,9602
11140,중구,2024,10,45~49세,8238
11140,중구,2024,11,50~54세,9895
11140,중구,2024,12,55~59세,9971
11140,중구,2024,13,60~64세,9942
11140,중구,2024,14,65~69세,9075
11140,중구,2024,15,70~74세,6133
11140,중구,2024,16,75~79세,4865
11140,중구,2024,17,80~84세,3778
11140,중구,2024,18,85~89세,2045
11140,중구,2024,19,90~94세,735
11140,중구,2024,20,95~99세,198
11140,중구,2024,21,100세 이상,24
11140,중구,20244,1,0~4세,2775
11140,중구,20244,2,5~9세,3048
11140,중구,20244,3,10~14세,3057
11140,중구,20244,4,15~19세,3604
11140,중구,20244,5,20~24세,8309
11140,중구,20244,6,25~29세,12314
11140,중구,20244,7,30~34세,13055
11140,중구,20244,8,35~39세,10551
11140,중구,20244,9,40~44세,9602
11140,중구,20244,10,45~49세,8238
11140,중구,20244,11,50~54세,9895
11140,중구,20244,12,55~59세,9971
11140,중구,20244,13,60~64세,9942
11140,중구,20244,14,65~69세,9075
11140,중구,20244,15,70~74세,6133
11140,중구,20244,16,75~79세,4865
11140,중구,20244,17,80~84세,3778
11140,중구,20244,18,85~89세,2045
11140,중구,20244,19,90~94세,735
11140,중구,20244,20,95~99세,198
11140,중구,20244,21,100세 이상,24
11140,중구,20251,1,0~4세,2681
11140,중구,20251,2,5~9세,2962
11140,중구,20251,3,10~14세,3024
11140,중구,20251,4,15~19세,3532
11140,중구,20251,5,20~24세,7926
11140,중구,20251,6,25~29세,12263
11140,중구,20251,7,30~34세,12982
11140,중구,20251,8,35~39세,10524
11140,중구,20251,9,40~44세,9541
11140,중구,20251,10,45~49세,8232
11140,중구,20251,11,50~54세,9742
11140,중구,20251,12,55~59세,9948
11140,중구,20251,13,60~64세,9913
11140,중구,20251,14,65~69세,8983
11140,중구,20251,15,70~74세,6385
11140,중구,20251,16,75~79세,4913
11140,중구,20251,17,80~84세,3785
11140,중구,20251,18,85~89세,2096
11140,중구,20251,19,90~94세,764
11140,중구,20251,20,95~99세,199
11140,중구,20251,21,100세 이상,23
11170,용산구,2014,1,0~4세,9715
11170,용산구,2014,2,5~9세,9094
11170,용산구,2014,3,10~14세,9744
11170,용산구,2014,4,15~19세,12054
11170,용산구,2014,5,20~24세,15322
11170,용산구,2014,6,25~29세,18528
11170,용산구,2014,7,30~34세,23628
11170,용산구,2014,8,35~39세,20867
11170,용산구,2014,9,40~44세,23210
11170,용산구,2014,10,45~49세,20809
11170,용산구,2014,11,50~54세,20304
11170,용산구,2014,12,55~59세,18678
11170,용산구,2014,13,60~64세,13065
11170,용산구,2014,14,65~69세,10968
11170,용산구,2014,15,70~74세,9637
11170,용산구,2014,16,75~79세,7122
11170,용산구,2014,17,80~84세,3897
11170,용산구,2014,18,85~89세,1997
11170,용산구,2014,19,90~94세,772
11170,용산구,2014,20,95~99세,241
11170,용산구,2014,21,100세 이상,262
11170,용산구,2015,1,0~4세,9572
11170,용산구,2015,2,5~9세,8919
11170,용산구,2015,3,10~14세,9078
11170,용산구,2015,4,15~19세,11644
11170,용산구,2015,5,20~24세,15443
11170,용산구,2015,6,25~29세,18361
11170,용산구,2015,7,30~34세,22198
11170,용산구,2015,8,35~39세,20937
11170,용산구,2015,9,40~44세,22070
11170,용산구,2015,10,45~49세,21162
11170,용산구,2015,11,50~54세,19842
11170,용산구,2015,12,55~59세,19067
11170,용산구,2015,13,60~64세,13901
11170,용산구,2015,14,65~69세,11223
11170,용산구,2015,15,70~74세,9521
11170,용산구,2015,16,75~79세,7268
11170,용산구,2015,17,80~84세,4198
11170,용산구,2015,18,85~89세,2115
11170,용산구,2015,19,90~94세,852
11170,용산구,2015,20,95~99세,247
11170,용산구,2015,21,100세 이상,291
11170,용산구,2016,1,0~4세,9011
11170,용산구,2016,2,5~9세,8802
11170,용산구,2016,3,10~14세,8604
11170,용산구,2016,4,15~19세,11212
11170,용산구,2016,5,20~24세,15281
11170,용산구,2016,6,25~29세,18467
11170,용산구,2016,7,30~34세,21088
11170,용산구,2016,8,35~39세,21061
11170,용산구,2016,9,40~44세,20716
11170,용산구,2016,10,45~49세,21833
11170,용산구,2016,11,50~54세,18974
11170,용산구,2016,12,55~59세,19059
11170,용산구,2016,13,60~64세,15079
11170,용산구,2016,14,65~69세,10886
11170,용산구,2016,15,70~74세,9179
11170,용산구,2016,16,75~79세,7515
11170,용산구,2016,17,80~84세,4570
11170,용산구,2016,18,85~89세,2263
11170,용산구,2016,19,90~94세,921
11170,용산구,2016,20,95~99세,264
11170,용산구,2016,21,100세 이상,317
11170,용산구,2017,1,0~4세,8252
11170,용산구,2017,2,5~9세,8562
11170,용산구,2017,3,10~14세,8426
11170,용산구,2017,4,15~19세,10651
11170,용산구,2017,5,20~24세,15042
11170,용산구,2017,6,25~29세,19675
11170,용산구,2017,7,30~34세,20632
11170,용산구,2017,8,35~39세,21486
11170,용산구,2017,9,40~44세,19459
11170,용산구,2017,10,45~49세,22058
11170,용산구,2017,11,50~54세,18685
11170,용산구,2017,12,55~59세,19099
11170,용산구,2017,13,60~64세,15535
11170,용산구,2017,14,65~69세,10990
11170,용산구,2017,15,70~74세,9014
11170,용산구,2017,16,75~79세,8005
11170,용산구,2017,17,80~84세,4895
11170,용산구,2017,18,85~89세,2395
11170,용산구,2017,19,90~94세,957
11170,용산구,2017,20,95~99세,312
11170,용산구,2017,21,100세 이상,314
11170,용산구,2018,1,0~4세,7839
11170,용산구,2018,2,5~9세,8333
11170,용산구,2018,3,10~14세,8097
11170,용산구,2018,4,15~19세,10161
11170,용산구,2018,5,20~24세,15347
11170,용산구,2018,6,25~29세,20399
11170,용산구,2018,7,30~34세,20700
11170,용산구,2018,8,35~39세,21848
11170,용산구,2018,9,40~44세,18534
11170,용산구,2018,10,45~49세,21672
11170,용산구,2018,11,50~54세,19035
11170,용산구,2018,12,55~59세,19244
11170,용산구,2018,13,60~64세,16241
11170,용산구,2018,14,65~69세,11019
11170,용산구,2018,15,70~74세,9120
11170,용산구,2018,16,75~79세,8032
11170,용산구,2018,17,80~84세,5232
11170,용산구,2018,18,85~89세,2525
11170,용산구,2018,19,90~94세,1005
11170,용산구,2018,20,95~99세,368
11170,용산구,2018,21,100세 이상,339
11170,용산구,2019,1,0~4세,7504
11170,용산구,2019,2,5~9세,8133
11170,용산구,2019,3,10~14세,7889
11170,용산구,2019,4,15~19세,9626
11170,용산구,2019,5,20~24세,15253
11170,용산구,2019,6,25~29세,21037
11170,용산구,2019,7,30~34세,20748
11170,용산구,2019,8,35~39세,21507
11170,용산구,2019,9,40~44세,18287
11170,용산구,2019,10,45~49세,21037
11170,용산구,2019,11,50~54세,19598
11170,용산구,2019,12,55~59세,18966
11170,용산구,2019,13,60~64세,16809
11170,용산구,2019,14,65~69세,11413
11170,용산구,2019,15,70~74세,9306
11170,용산구,2019,16,75~79세,7979
11170,용산구,2019,17,80~84세,5533
11170,용산구,2019,18,85~89세,2673
11170,용산구,2019,19,90~94세,1129
11170,용산구,2019,20,95~99세,403
11170,용산구,2019,21,100세 이상,355
11170,용산구,2020,1,0~4세,6897
11170,용산구,2020,2,5~9세,7981
11170,용산구,2020,3,10~14세,7775
11170,용산구,2020,4,15~19세,8851
11170,용산구,2020,5,20~24세,14684
11170,용산구,2020,6,25~29세,21248
11170,용산구,2020,7,30~34세,20950
11170,용산구,2020,8,35~39세,20959
11170,용산구,2020,9,40~44세,18636
11170,용산구,2020,10,45~49세,20045
11170,용산구,2020,11,50~54세,20227
11170,용산구,2020,12,55~59세,18813
11170,용산구,2020,13,60~64세,17332
11170,용산구,2020,14,65~69세,12245
11170,용산구,2020,15,70~74세,9547
11170,용산구,2020,16,75~79세,7842
11170,용산구,2020,17,80~84세,5666
11170,용산구,2020,18,85~89세,2939
11170,용산구,2020,19,90~94세,1197
11170,용산구,2020,20,95~99세,438
11170,용산구,2020,21,100세 이상,373
11170,용산구,2021,1,0~4세,6364
11170,용산구,2021,2,5~9세,7664
11170,용산구,2021,3,10~14세,7601
11170,용산구,2021,4,15~19세,8218
11170,용산구,2021,5,20~24세,14147
11170,용산구,2021,6,25~29세,20868
11170,용산구,2021,7,30~34세,21403
11170,용산구,2021,8,35~39세,19988
11170,용산구,2021,9,40~44세,18464
11170,용산구,2021,10,45~49세,18232
11170,용산구,2021,11,50~54세,20467
11170,용산구,2021,12,55~59세,17652
11170,용산구,2021,13,60~64세,17147
11170,용산구,2021,14,65~69세,12772
11170,용산구,2021,15,70~74세,8916
11170,용산구,2021,16,75~79세,7255
11170,용산구,2021,17,80~84세,5632
11170,용산구,2021,18,85~89세,2997
11170,용산구,2021,19,90~94세,1143
11170,용산구,2021,20,95~99세,282
11170,용산구,2021,21,100세 이상,73
11170,용산구,2022,1,0~4세,6019
11170,용산구,2022,2,5~9세,7252
11170,용산구,2022,3,10~14세,7421
11170,용산구,2022,4,15~19세,8056
11170,용산구,2022,5,20~24세,13547
11170,용산구,2022,6,25~29세,20648
11170,용산구,2022,7,30~34세,22474
11170,용산구,2022,8,35~39세,19168
11170,용산구,2022,9,40~44세,18662
11170,용산구,2022,10,45~49세,16873
11170,용산구,2022,11,50~54세,20230
11170,용산구,2022,12,55~59세,17050
11170,용산구,2022,13,60~64세,16847
11170,용산구,2022,14,65~69세,13093
